predictor,channel,condition,estimate,se,z,p,n_obs,n_subj,aic,bic,converged,p_fdr,sig_fdr,sig_unc
rpe_binary,FC2,norew_shift,-0.11335980241535953,0.1573402129041106,-0.7204757151590072,0.4712321467023123,2512,43,14973.528425761957,14991.014929344721,True,,False,False
rpe_binary,FC1,all,0.1632793147255044,0.09516102137392334,1.7158213769471717,0.0861947403471287,7963,43,48744.40730668696,48765.35498996374,True,,False,False
rpe_binary,FC1,high_rew,0.26114100315062555,0.38221686582041403,0.683227315440663,0.4944632147462539,1580,43,9520.117079836962,9536.212620215025,True,,False,False
rpe_binary,FC1,no_rew,0.09216971688429745,0.18825046404446305,0.48961216298796373,0.6244083679723413,4011,43,24548.72378155485,24567.614169152163,True,,False,False
rpe_binary,FC1,low_rew,0.4472626568322401,0.29921027122767496,1.4948105056591094,0.13496390375918577,2372,43,14676.595096410354,14693.909562690707,True,,False,False
rpe_binary,FC1,any_rew,0.3895322233790349,0.2349464041214767,1.6579620566468904,0.09732512514950231,3952,43,24202.323201951564,24221.169133128165,True,,False,False
rpe_binary,FC1,stay,0.2593003532013698,0.13670522041628846,1.8967845734914897,0.057856376150448356,3935,43,24020.61567692894,24039.448675411495,True,,False,False
rpe_binary,FC1,shift,0.02102235379157113,0.14167394589930082,0.14838546112432996,0.8820385733947614,3985,43,24486.173781484773,24505.044659258445,True,,False,False
rpe_binary,FC1,rew_stay,0.31857186383675024,0.15500049594613774,2.055295771101617,0.039850445541652985,2035,43,12544.655873165837,12561.510626459467,True,,False,True
rpe_binary,FC1,rew_shift,0.024815173542532064,0.16516704284662806,0.1502428881382535,0.8805729900516547,1900,43,11470.053459361297,11486.702286856762,True,,False,False
rpe_binary,FC1,norew_stay,0.30069385383103725,0.249326044589898,1.2060266480609003,0.22780721566443163,1473,43,9008.742363985053,9024.627533234441,True,,False,False
rpe_binary,FC1,norew_shift,-0.11487975581447853,0.1741337595299875,-0.6597213321791007,0.5094326746205382,2512,43,15482.623265931132,15500.109769513896,True,,False,False
rpe_binary,F4,all,0.03182738987646623,0.104834039993968,0.3035978569393828,0.7614342844793272,7963,43,50558.01282610283,50578.960509379605,True,,False,False
rpe_binary,F4,high_rew,0.006221910505588475,0.40508933909966877,0.015359353863562495,0.9877454905166303,1580,43,9703.542139965657,9719.63768034372,True,,False,False
rpe_binary,F4,no_rew,0.16847167157400025,0.26240399572214707,0.6420316547023569,0.5208526300762666,4011,43,25653.991693293145,25672.882080890457,True,,False,False
rpe_binary,F4,low_rew,0.1283311001885551,0.33235459119261074,0.386127057032839,0.699402572179529,2372,43,15174.559921355914,15191.874387636268,True,,False,False
rpe_binary,F4,any_rew,0.08900702532047888,0.2567015913544153,0.3467334380393118,0.7287915868973758,3952,43,24901.922447856945,24920.768379033547,True,,False,False
rpe_binary,F4,stay,0.14837841747896213,0.15539653424879415,0.954837366201515,0.33965994790241816,3935,43,25028.668777226852,25047.501775709407,True,,False,False
rpe_binary,F4,shift,-0.10317303585786768,0.008574830648589809,-12.03207854312962,2.410155646768297e-33,3985,43,25277.25801676813,25296.128894541802,True,,True,True
rpe_binary,F4,rew_stay,0.10338658751010783,0.20108255916214524,0.5141499488612579,0.6071471578963559,2035,43,12956.508803987941,12973.363557281571,True,,False,False
