Start_RT,Return_RT,Position,Trial_Type,Reward,Direction,Trial,Actual_Interval,PES_PRS_index,Condition_Direction_index,Sum_RT_interval,Earned,Vel_Cond,Vel_Dir_Index,Previous_RT,RT_DIFF,SubjectCode,TrialIndex,FCz,Cz,FC2,FC1,F4,F5,C4,C3,P4,P3,P8,P7,Pz,subject,choice,outcome_binary,outcome_mag,reward_level,reward_level_num,stay_shift,cond_dir,is_reward,rpe_binary,abs_rpe_binary,chosen_q_binary,rpe_mag,abs_rpe_mag,chosen_q_mag,best_model
5.43321,2.46667,0.26,3,2,1,1,2.39891,0,0,4.86558,0.0,2,0,0.0,,ARV_0010,1,3.279430816,3.826625043,-3.706839417,-2.821212453,-8.016465741,-24.72733589,6.321701788,-11.30687414,6.216819713,4.354948131,28.92396774,-5.123845229,2.779040097,ARV_0010,0,0.0,0.0,no_rew,0,first,first,0,-0.5,0.5,0.5,-0.5,0.5,0.5,random
2.39891,2.06743,0.24,2,1,2,2,1.93364,2,4,4.00107,0.05,3,4,5.43321,3.0343,ARV_0010,2,11.15309931,3.106318112,5.199495394,9.566220876,17.84451653,19.14605192,-2.487748682,3.306074085,-9.399591843,-14.74944259,-18.04174913,-9.437471405,-15.20586641,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_shift,1,0.5,0.5,0.5,-0.45,0.45,0.5,random
1.93364,2.06574,0.18,4,2,2,3,3.96766,1,1,6.0334,0.0,2,5,2.39891,0.46526999999999985,ARV_0010,3,6.462302153,2.640868627,6.317503818,3.184045416,-10.27029358,-4.395724546,-2.972660559,2.589369982,-2.297873405,-0.661774445,-3.708227181,4.716342151,-1.603972366,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.7763714986698098,0.7763714986698098,0.7763714986698098,-0.25993021819675,0.25993021819675,0.25993021819675,random
3.96766,2.13129,0.15,2,1,2,4,3.80151,2,3,5.9328,0.05,3,3,1.93364,-2.03402,ARV_0010,4,4.661491601,3.799138023,6.485109305,1.171397616,-0.561273632,-3.854722526,1.536719029,-0.179207133,-3.46050894,-2.283509679,1.14309571,0.912816364,-9.370625191,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_stay,1,0.6527624105539933,0.6527624105539933,0.3472375894460067,-0.0712604609377168,0.0712604609377168,0.12126046093771681,random
3.80151,3.8669,0.26,3,2,1,5,4.169,1,2,8.0359,0.0,2,6,3.96766,0.16615000000000002,ARV_0010,5,2.930800059,4.437055268,-1.378328063,-2.145197626,-11.27697379,-8.40738604,-2.494339195,-1.047493128,2.037606128,6.33422526,9.547384661,1.840870105,-0.377955569,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.22362850133019024,0.22362850133019024,0.22362850133019024,-0.2332557979963889,0.2332557979963889,0.2332557979963889,random
4.169,2.66396,0.43,1,1,1,6,4.39892,2,3,7.06288,0.05,3,3,3.80151,-0.36748999999999965,ARV_0010,6,6.406347668,0.764631841,6.868606029,0.885687454,6.120400768,3.071970494,2.090726614,1.166390276,-6.43389966,-2.795670903,-10.05089483,-1.7255482,-6.368891188,ARV_0010,0,1.0,0.05,low_rew,1,shift,norew_stay,1,0.8999805867856262,0.8999805867856262,0.1000194132143738,-0.05881653459786437,0.05881653459786437,0.10881653459786438,random
4.39892,2.53416,0.31,4,2,2,7,2.3002,1,2,4.83436,0.0,2,6,4.169,-0.2299200000000008,ARV_0010,7,4.352370327,6.042324713,1.706195852,-0.026016846,-2.70774287,-4.668665189,4.148269149,1.057889168,-0.030618689,-4.017570908,-1.577149402,-5.437688932,1.158453672,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.7080474408062563,0.7080474408062563,0.7080474408062563,-0.08324383136323527,0.08324383136323527,0.08324383136323527,random
2.3002,2.2331,0.33,4,2,2,8,3.73252,2,3,5.96562,0.0,2,3,4.39892,2.0987200000000006,ARV_0010,8,2.593764593,2.082579331,2.206761293,2.259839712,-1.765933008,3.14274553,0.477952712,3.471594601,-4.798001527,-4.547865179,1.402810551,-5.909012068,-0.617172356,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_stay,0,-0.3166791761163594,0.3166791761163594,0.3166791761163594,-0.03883421262581654,0.03883421262581654,0.03883421262581654,random
3.73252,2.66763,0.23,1,1,1,9,3.93315,2,4,6.60078,0.05,3,4,2.3002,-1.4323200000000003,ARV_0010,9,-0.212715285,1.698060637,-0.644268706,-1.256484853,1.616556229,-2.430260332,4.488460716,-11.15113482,-0.538013743,1.031442983,-0.295449436,-1.456515935,9.150242993,ARV_0010,0,1.0,0.05,low_rew,1,shift,norew_shift,1,0.40252261969826963,0.40252261969826963,0.5974773803017304,-0.027438595426014137,0.027438595426014137,0.07743859542601414,random
3.93315,2.19983,0.09,1,1,1,10,3.89933,1,1,6.09916,0.05,3,5,3.73252,-0.20062999999999986,ARV_0010,10,2.184804936,5.491848973,3.169060834,-2.181640757,-4.267168317,-11.44754884,2.174744397,-1.629011871,3.63184385,-2.33044121,2.226027191,-5.924108566,8.901494705,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_stay,1,0.18003106038925232,0.18003106038925232,0.8199689396107477,-0.01280042294398999,0.01280042294398999,0.06280042294398999,random
3.89933,2.50072,0.22,3,2,1,11,2.2985,1,1,4.79922,0.0,2,5,3.93315,0.03381999999999996,ARV_0010,11,6.11978075,1.600548347,2.175637407,4.453457071,3.989583715,-0.985537855,0.785959903,2.608827004,-4.429273681,-0.211982267,-5.588623221,-4.425850746,-6.092625585,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.919479847544533,0.919479847544533,0.919479847544533,-0.05597154573698335,0.05597154573698335,0.05597154573698335,random
2.2985,2.1338,0.22,4,2,2,12,3.4991,2,4,5.6329,0.0,2,4,3.89933,1.6008299999999998,ARV_0010,12,-2.270633122,1.326331659,-0.96333885,-4.240321068,-5.055111916,-8.683299739,2.531030097,1.024734053,3.286430028,2.324623023,5.550418945,5.098606965,0.070494852,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.14163697911476164,0.14163697911476164,0.14163697911476164,-0.018116610511192555,0.018116610511192555,0.018116610511192555,random
3.4991,2.001,0.09,2,1,2,13,4.1323,2,3,6.1333,0.05,3,3,2.2985,-1.2005999999999997,ARV_0010,13,6.682019063,4.439611694,4.935811586,2.863961874,4.857948968,1.430699818,5.183403921,1.416006256,-2.68944185,-8.258966898,-7.964955372,-8.354062953,-4.542194867,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_stay,1,0.9366518692552608,0.9366518692552608,0.0633481307447392,0.04154839111644403,0.04154839111644403,0.008451608883555973,random
4.1323,2.1998,0.11,1,1,1,14,3.7692,1,2,5.969,0.05,3,6,3.4991,-0.6332,ARV_0010,14,3.399758633,1.786744594,3.250419339,2.683947145,3.545826462,-2.446180287,-0.692152456,1.700106005,-6.553255554,-0.880640806,-1.644091818,-1.501799074,-2.648513719,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_shift,1,0.5887561993806085,0.5887561993806085,0.4112438006193915,0.023888624868057144,0.023888624868057144,0.02611137513194286,random
3.7692,1.9649,0.15,2,1,2,15,2.4345,1,2,4.3994,0.05,3,6,4.1323,0.36309999999999976,ARV_0010,15,-4.232224324,9.496638392,-6.998790798,-8.915289296,-23.31077972,-36.24663751,4.123695976,-1.324278065,12.46126787,11.85346707,18.6053752,9.93718871,14.55027678,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_shift,1,0.4189241075793505,0.4189241075793505,0.5810758924206495,0.019382806250664457,0.019382806250664457,0.030617193749335546,random
2.4345,2.5334,0.15,1,1,1,16,2.899,1,2,5.4324,0.05,3,6,3.7692,1.3347000000000002,ARV_0010,16,3.365502192,2.074751293,1.449488153,0.451782868,-1.223900498,-11.33591665,1.223740653,-3.368733018,2.790071622,-0.677652579,3.576962169,-4.461626472,6.135446136,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_shift,1,0.26332533303268835,0.26332533303268835,0.7366746669673117,0.0111443205132701,0.0111443205132701,0.038855679486729904,random
2.899,2.0663,0.16,2,1,2,17,3.6664,1,2,5.7327,0.05,3,6,2.4345,-0.46450000000000014,ARV_0010,17,0.606330476,3.874895079,1.919431801,-2.867928772,-5.780858135,-5.771405842,-0.475933846,0.312023004,-2.007134919,0.807774543,-1.367076696,7.662940299,3.086888183,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_shift,1,0.1873667406981151,0.1873667406981151,0.8126332593018849,0.009042303878816264,0.009042303878816264,0.04095769612118374,random
3.6664,2.6013,0.19,3,2,1,18,3.1329,1,2,5.7342,0.0,2,6,2.899,-0.7673999999999999,ARV_0010,18,2.583563026,2.753073001,2.732271711,3.958903847,-7.198948968,-9.100763953,3.510393429,-3.506773361,9.005771932,-0.647016009,0.858802818,-7.692985814,2.743896163,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.8822259008232534,0.8822259008232534,0.8822259008232534,-0.04480104525109932,0.04480104525109932,0.04480104525109932,random
3.1329,2.1335,0.26,4,2,2,19,4.0665,2,4,6.2,0.0,2,4,3.6664,0.5335000000000001,ARV_0010,19,3.100029604,1.869455593,7.342656273,3.195145165,5.959790355,2.429719817,1.249585882,0.48826777,-3.885235949,-5.547896606,-5.067865081,-10.95223491,-0.181318506,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.9161989131571163,0.9161989131571163,0.9161989131571163,-0.04578166038604174,0.04578166038604174,0.04578166038604174,random
4.0665,2.4001,0.05,1,1,1,20,3.7651,2,4,6.1652,0.05,3,4,3.1329,-0.9335999999999998,ARV_0010,20,4.321439486,2.780925619,4.92803054,2.009092311,0.300050145,-4.710685927,3.103465347,1.957674006,-3.472135658,-2.201139599,-3.458937097,-2.481766218,-3.076012709,ARV_0010,0,1.0,0.05,low_rew,1,shift,norew_shift,1,0.6054182879284375,0.6054182879284375,0.3945817120715624,0.029099792877765,0.029099792877765,0.020900207122235004,random
3.7651,2.3013,0.2,1,1,1,21,2.3998,1,1,4.7011,0.05,3,5,4.0665,0.30139999999999967,ARV_0010,21,5.067087533,4.635050244,3.430676518,1.966304665,-0.92747042,-7.986610463,1.123425299,2.888605635,-3.019605832,-1.413590513,-5.771093493,2.642218758,-2.634982759,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_stay,1,0.2707775688146523,0.2707775688146523,0.7292224311853477,0.01357539081846542,0.01357539081846542,0.03642460918153458,random
2.3998,2.3669,0.27,3,2,1,22,3.7376,1,1,6.1045,0.0,2,5,3.7651,1.3653,ARV_0010,22,5.075874193,7.898463918,-0.37975745,3.722554554,-5.38575351,-3.305724447,0.676717058,-2.455258017,0.577420718,0.159368356,-1.433285848,-2.574644796,-2.575706369,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.8788928361842937,0.8788928361842937,0.8788928361842937,-0.043666922763052,0.043666922763052,0.043666922763052,random
3.7376,2.2962,0.42,4,2,2,23,2.1653,2,4,4.4615,0.0,2,4,2.3998,-1.3378,ARV_0010,23,6.864405793,6.595184326,1.146566327,2.120738929,-2.042372346,-1.335718191,-2.915801734,2.106880203,-7.535329737,-4.289586178,-4.277664204,1.224540762,2.337968327,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.4097763797393501,0.4097763797393501,0.4097763797393501,-0.021357675453891663,0.021357675453891663,0.021357675453891663,random
2.1653,2.3037,0.38,4,2,2,24,4.7334,2,3,7.0371,0.0,2,3,3.7376,1.5723000000000003,ARV_0010,24,7.59556879,0.83781863,7.520321019,6.596437762,5.233222551,8.123485838,-1.733056943,1.099106694,-7.425282351,-6.198576967,-4.421822915,-3.715077336,-13.51215004,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_stay,0,-0.1832753553632436,0.1832753553632436,0.1832753553632436,-0.009963603262690775,0.009963603262690775,0.009963603262690775,random
4.7334,2.3665,0.34,2,1,2,25,4.6648,2,3,7.0313,0.25,1,3,2.1653,-2.5681,ARV_0010,25,-3.014014876,8.230135215,-2.258716467,-0.981267721,-4.05853554,-10.21074198,6.614880006,1.377264026,-6.189819516,1.164187675,-0.875277573,2.329408206,7.872647357,ARV_0010,1,1.0,0.25,high_rew,2,shift,norew_stay,1,0.9180288138987196,0.9180288138987196,0.08197118610128043,0.2453518635400833,0.2453518635400833,0.004648136459916722,random
4.6648,2.5331,0.31,3,2,1,26,2.5661,1,2,5.0992,0.0,2,2,4.7334,0.0686,ARV_0010,26,2.638868923,3.036168809,3.167017536,3.864602483,-0.171150781,1.471301611,-2.111219891,1.743448254,-3.304237082,-3.524010443,0.454584306,2.603072657,-9.868282646,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.393090975571468,0.393090975571468,0.393090975571468,-0.020371125830284748,0.020371125830284748,0.020371125830284748,random
2.5661,22.0005,0.34,4,2,2,27,3.5987,2,4,25.5992,0.0,2,4,4.6648,2.0986999999999996,ARV_0010,27,9.608921974,8.307016305,7.596870942,9.455530762,-0.765049111,-1.55391562,1.462204374,3.050957736,-13.44933619,-4.090945175,-11.26951293,-6.954077927,-1.398798926,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.5894051843397944,0.5894051843397944,0.5894051843397944,-0.13554051056011351,0.13554051056011351,0.13554051056011351,random
3.5987,2.3333,0.06,2,1,2,28,3.5999,2,3,5.9332,0.05,3,3,2.5661,-1.0326,ARV_0010,28,5.053192798,11.09701231,7.737344909,-0.108499483,0.117045367,-6.657661445,2.519045811,1.295518595,-2.6072724,1.820978917,-11.35682104,-12.2535447,3.343616078,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_stay,1,0.7363844038996945,0.7363844038996945,0.2636155961003055,-0.013231219903074506,0.013231219903074506,0.06323121990307451,random
3.5999,2.3007,0.24,3,2,1,29,3.9671,1,2,6.2678,0.0,2,6,3.5987,-0.0011999999999998678,ARV_0010,29,2.285365893,4.95482257,-3.654742476,0.317680804,-9.666689473,-15.39654342,0.294423624,2.157207477,4.266492193,0.865470075,7.496594207,0.582391114,5.497403281,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.17581269150693962,0.17581269150693962,0.17581269150693962,-0.00950336642325584,0.00950336642325584,0.00950336642325584,random
3.9671,2.4676,0.21,3,2,1,30,6.6003,2,3,9.0679,0.0,2,3,3.5999,-0.36719999999999997,ARV_0010,30,12.83833979,4.414364613,10.71401468,5.633906359,1.909587311,4.399760406,-2.014560761,3.500705581,2.301115462,-3.843835525,-15.50922807,-24.61602108,0.271642678,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_stay,0,-0.07863345743304795,0.07863345743304795,0.07863345743304795,-0.004433430637417258,0.004433430637417258,0.004433430637417258,random
6.6003,2.3348,0.22,2,1,2,31,2.9294,2,4,5.2642,0.25,1,4,3.9671,-2.6332,ARV_0010,31,1.877425053,0.344285848,1.83280996,0.471188119,1.234332939,-6.518163687,0.782696813,-1.796939264,2.983947195,-4.806811241,1.316575538,4.425555342,-2.147032018,ARV_0010,1,1.0,0.25,high_rew,2,shift,norew_shift,1,0.3293530812940284,0.3293530812940284,0.6706469187059716,0.1938274824860853,0.1938274824860853,0.0561725175139147,random
2.9294,2.6018,0.28,2,1,2,32,3.7997,1,1,6.4015,0.05,3,1,6.6003,3.6709,ARV_0010,32,9.828766317,4.207541205,7.02561859,9.22870435,9.256820945,15.48736845,-2.360024087,3.514015566,-11.5214682,-4.57070898,-14.402193,-14.84902793,-10.84542298,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_stay,1,0.14730547195652777,0.14730547195652777,0.8526945280434722,-0.10957723179815416,0.10957723179815416,0.15957723179815417,random
3.7997,2.5994,0.24,1,1,1,33,1.9008,1,2,4.5002,0.05,3,6,2.9294,-0.8703000000000003,ARV_0010,33,7.351048175,3.895601202,8.753516526,9.330744791,-0.042215999,5.066430668,-1.474563026,1.005506231,-6.10727511,-4.942624748,-6.281400965,-12.83042032,-3.724649328,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_shift,1,0.9648306355196724,0.9648306355196724,0.03516936448032764,0.0479317531976152,0.0479317531976152,0.0020682468023848033,random
1.9008,2.3658,0.25,4,2,2,34,3.9322,1,2,6.298,0.0,2,6,3.7997,1.8989,ARV_0010,34,-3.524459337,10.78751746,-6.260082804,1.176878971,-12.80003621,-3.427267819,2.453706615,2.711673169,-4.230151667,3.778445446,-5.593149845,-0.426238412,15.35304547,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.9341165961372506,0.9341165961372506,0.9341165961372506,-0.10111904929062746,0.10111904929062746,0.10111904929062746,random
3.9322,2.1664,0.21,2,1,2,35,3.5319,2,3,5.6983,0.05,3,3,1.9008,-2.0313999999999997,ARV_0010,35,1.055849269,7.553979213,3.707491848,-2.314515147,-4.852266834,-13.86031688,3.87754017,0.323584109,2.889403724,-1.689001231,1.699982562,3.243280528,-1.634763657,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_stay,1,0.5822098110763362,0.5822098110763362,0.4177901889236638,0.0028267909301570235,0.0028267909301570235,0.04717320906984298,random
3.5319,2.4327,0.13,1,1,1,36,3.1327,1,2,5.5654,0.05,3,6,3.9322,0.4003000000000001,ARV_0010,36,-1.070720851,9.419898232,1.760247525,-0.031934043,-5.49458736,-2.188518644,1.829349934,7.338850598,-11.68247623,0.050200483,-7.507297177,-1.3590698,8.936057436,ARV_0010,0,1.0,0.05,low_rew,1,stay,rew_shift,1,0.43152725811743875,0.43152725811743875,0.5684727418825612,0.022360718682951395,0.022360718682951395,0.027639281317048608,random
3.1327,2.0001,0.15,2,1,2,37,5.8677,1,2,7.8678,0.05,3,6,3.5319,0.3992,ARV_0010,37,0.249352988,3.033045614,-0.137283336,-0.080412246,-0.909153588,-8.387182011,0.916545441,-0.020496774,-0.231920004,-1.694590266,6.936244126,0.525328457,-0.199418452,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_shift,1,0.2603974150214685,0.2603974150214685,0.7396025849785315,0.001318730748365464,0.001318730748365464,0.04868126925163454,random
5.8677,2.7994,0.12,3,2,1,38,3.3918,1,2,6.1912,0.0,2,6,3.1327,-2.7350000000000003,ARV_0010,38,11.68633378,0.189403625,9.65494355,8.170998079,6.084230038,13.67000754,-2.160815526,1.514107482,-10.26146244,-9.083122753,-15.76844333,-0.194812127,-13.5013225,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.806996411968142,0.806996411968142,0.806996411968142,-0.039568465439670825,0.039568465439670825,0.039568465439670825,random
3.3918,2.0339,0.05,2,1,2,39,3.9981,2,4,6.032,0.05,3,4,5.8677,2.4759,ARV_0010,39,10.49421659,7.852562928,9.950008177,11.01253569,5.203583223,10.34905689,0.87269233,3.14228703,-8.267288065,-7.343125708,-18.95102714,-21.7273388,-2.588316782,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_shift,1,0.11646456734301314,0.11646456734301314,0.8835354326569869,0.0006152031861047236,0.0006152031861047236,0.04938479681389528,random
3.9981,2.3359,0.08,4,2,2,40,2.6021,1,1,4.938,0.0,2,5,3.3918,-0.6063000000000001,ARV_0010,40,8.589345205,7.940089257,11.32736215,4.779116792,2.345364366,-2.347638343,0.927609231,2.537049554,-7.94098606,-5.828377469,-6.231705532,-8.580892419,-7.516386089,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.9479104066940259,0.9479104066940259,0.9479104066940259,-0.049713000579790445,0.049713000579790445,0.049713000579790445,random
2.6021,2.464,0.13,3,2,1,41,3.4981,2,4,5.9621,0.0,2,4,3.9981,1.396,ARV_0010,41,-0.291926408,4.372341412,2.097094823,0.09011625,-2.687321363,-1.311834245,0.223582631,2.648670312,0.228612187,-0.685429683,-1.180070144,-3.34289168,-0.160622334,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.3609347963745528,0.3609347963745528,0.3609347963745528,-0.018459147963245905,0.018459147963245905,0.018459147963245905,random
3.4981,2.6333,0.27,1,1,1,42,2.8664,2,3,5.4997,0.05,3,3,2.6021,-0.8959999999999999,ARV_0010,42,5.834233782,1.831078173,6.267676518,3.168058519,-1.270378257,-1.183153539,1.414369243,-0.087202995,-5.67121797,-1.572373184,-2.512660903,-4.364931136,-1.853681888,ARV_0010,0,1.0,0.05,low_rew,1,shift,norew_stay,1,0.8385693848176827,0.8385693848176827,0.16143061518231724,0.04138859342299932,0.04138859342299932,0.008611406577000682,random
2.8664,2.3333,0.23,2,1,2,43,3.4673,1,2,5.8006,0.05,3,6,3.4981,0.6316999999999999,ARV_0010,43,1.679713019,-2.225365056,5.311428107,-0.695023743,0.621926654,-3.659686764,1.032700409,2.857300773,-3.241341757,-0.349619674,0.183880055,2.345142653,-3.860970149,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_shift,1,0.5760404327114477,0.5760404327114477,0.42395956728855233,0.026808308757932074,0.026808308757932074,0.02319169124206793,random
3.4673,2.2667,0.24,2,1,2,44,2.2984,1,1,4.5651,0.05,3,5,2.8664,-0.6008999999999998,ARV_0010,44,3.559493917,-3.301242353,13.52783617,1.258233486,5.752478745,0.502828038,4.287897197,-0.124340476,-13.95066115,-11.60862997,-2.681272006,5.891404069,-3.113995714,ARV_0010,1,1.0,0.05,low_rew,1,stay,rew_stay,1,0.25763811734571074,0.25763811734571074,0.7423618826542893,0.012506386904530056,0.012506386904530056,0.037493613095469946,random
2.2984,2.3013,0.16,4,2,2,45,3.5651,1,1,5.8664,0.0,2,5,3.4673,1.1688999999999998,ARV_0010,45,7.225250579,3.155845673,14.22645175,6.633491995,16.85637555,19.88021442,-0.32135215,-2.108724299,-11.87772095,-10.18351653,-19.17197576,-12.49952451,-11.81468204,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.884769547864894,0.884769547864894,0.884769547864894,-0.04416562548506451,0.04416562548506451,0.04416562548506451,random
3.5651,2.6008,0.3,3,2,1,46,3.9007,2,4,6.5015,0.0,2,4,2.2984,-1.2667000000000002,ARV_0010,46,-0.294204374,5.047002956,2.619175755,-1.222820452,-8.9965714,-15.24193192,2.826634698,0.172620708,0.703358012,3.333121373,9.449151914,-3.876504704,5.480962662,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.624943970423684,0.624943970423684,0.624943970423684,-0.0306917412263404,0.0306917412263404,0.0306917412263404,random
3.9007,3.1008,0.2,4,2,2,47,2.6774,2,4,5.7782,0.0,2,4,3.5651,-0.3355999999999999,ARV_0010,47,-0.356811142,1.160014827,0.37843653,-1.309446628,-7.60331033,-14.72066834,1.059614502,2.222524555,1.329447663,4.998704694,7.579516526,8.115613812,-2.853662233,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.39571937602323254,0.39571937602323254,0.39571937602323254,-0.020603776433056747,0.020603776433056747,0.020603776433056747,random
2.6774,3.6895,0.29,3,2,1,48,4.9637,2,4,8.6532,0.0,2,4,3.9007,1.2233,ARV_0010,48,6.925057042,8.452112211,3.845523176,6.158130585,-5.76603453,-5.13123585,4.331823851,0.096289099,-1.805615635,-3.405722526,-2.731783607,-13.34304492,2.374332791,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.27951056704237437,0.27951056704237437,0.27951056704237437,-0.014318053183297395,0.014318053183297395,0.014318053183297395,random
4.9637,2.2998,0.14,4,2,2,49,3.9017,2,4,6.2015,0.0,2,4,2.6774,-2.2863,ARV_0010,49,-1.078308458,3.319041279,5.63109502,-0.573401951,-3.04803985,-13.72375824,0.065626619,-1.000944387,0.97804783,2.427584503,3.453291661,1.677685779,1.872084971,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.176988262014787,0.176988262014787,0.176988262014787,-0.009611900627263687,0.009611900627263687,0.009611900627263687,random
3.9017,31.6305,0.2,4,2,2,50,6.9343,2,3,38.5648,0.0,2,3,4.9637,1.0620000000000003,ARV_0010,50,6.340589331,0.93943988,7.276932713,2.822330723,4.007091079,2.876345057,3.035304813,-2.564201369,-2.743262647,-3.903193685,-1.260204965,-6.263328063,-10.56375824,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_stay,0,-0.07915923957480371,0.07915923957480371,0.07915923957480371,-0.004484063102148764,0.004484063102148764,0.004484063102148764,random
6.9343,1.9003,0.42,3,2,1,51,4.0668,2,4,5.9671,0.0,2,4,3.9017,-3.0326000000000004,ARV_0010,51,5.508277671,6.860709867,8.342456037,9.261560268,-1.034478646,0.309360327,-0.059671297,0.015541353,-10.97350397,-6.146893158,-7.39066908,-2.186543077,-2.506290183,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.1250130584272757,0.1250130584272757,0.1250130584272757,-0.0066795378420495405,0.0066795378420495405,0.0066795378420495405,random
4.0668,1.8334,0.14,2,1,2,52,4.1665,2,4,5.9999,0.05,3,4,6.9343,2.8675000000000006,ARV_0010,52,-2.75213822,6.727204473,4.67174553,-0.244405941,-3.300053593,-5.290270726,2.025636126,5.5397176,1.063078715,-6.835153145,-10.56870474,-1.862029506,10.82524462,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_shift,1,0.9645954757748983,0.9645954757748983,0.03540452422510168,0.047908132565684255,0.047908132565684255,0.0020918674343157464,random
4.1665,2.3661,0.14,4,2,2,53,3.9622,1,1,6.3283,0.0,2,5,4.0668,-0.09970000000000034,ARV_0010,53,-1.846034974,8.233299542,-0.067182454,-4.126981232,-16.52490459,-29.88214364,3.714167676,-2.161447663,4.834267869,6.64846446,12.27350131,8.366850993,10.53813797,ARV_0010,1,0.0,0.0,no_rew,0,stay,rew_stay,0,-0.5685779187251553,0.5685779187251553,0.5685779187251553,-0.02765030061574907,0.02765030061574907,0.02765030061574907,random
3.9622,2.1026,0.13,2,1,2,54,2.4998,2,3,4.6024,0.05,3,3,4.1665,0.20429999999999993,ARV_0010,54,-1.874672972,9.889038717,7.280496823,-2.176511256,-0.841743904,-10.40987139,10.27982848,4.255711985,-1.526899512,-8.05319073,-2.808516526,-7.865553569,3.852056943,ARV_0010,1,1.0,0.05,low_rew,1,shift,norew_stay,1,0.7456995442921096,0.7456995442921096,0.2543004557078904,0.037100814130066814,0.037100814130066814,0.012899185869933185,random
2.4998,2.8,0.2,3,2,1,55,3.0658,1,2,5.8658,0.0,2,6,3.9622,1.4624000000000001,ARV_0010,55,5.818618442,6.117239643,6.425009064,3.230794296,-2.134186099,-0.179212157,4.683677307,-1.314081178,-2.795891089,-4.078196148,-6.944858677,-8.339159795,-0.489708684,ARV_0010,0,0.0,0.0,no_rew,0,stay,rew_shift,0,-0.05591296580559035,0.05591296580559035,0.05591296580559035,-0.003116081859188686,0.003116081859188686,0.003116081859188686,random
3.0658,2.7013,0.15,3,2,1,56,2.2675,2,3,4.9688,0.0,2,3,2.4998,-0.5659999999999998,ARV_0010,56,4.969270282,3.336097975,2.558304911,2.683069701,-6.668281316,-6.851972021,-0.520640904,5.411685483,-1.882223585,3.227747796,-2.27685981,-0.466438106,-3.5197508,ARV_0010,0,0.0,0.0,no_rew,0,shift,norew_stay,0,-0.02500746549606069,0.02500746549606069,0.02500746549606069,-0.0014536883213742563,0.0014536883213742563,0.0014536883213742563,random
2.2675,2.2004,0.17,4,2,2,57,2.0668,2,4,4.2672,0.0,2,4,3.0658,0.7982999999999998,ARV_0010,57,-6.650609871,9.922054234,-3.780901827,-3.976198266,-11.81471149,-14.20809615,5.599725383,0.702047633,1.081144771,-2.429464903,3.5867641,2.668571893,19.29970425,ARV_0010,1,0.0,0.0,no_rew,0,shift,norew_shift,0,-0.6664806569346995,0.6664806569346995,0.6664806569346995,-0.03269203998755113,0.03269203998755113,0.03269203998755113,random
