subject,rpe_type,channel,r,p,z,n_trials,best_model
ARV_0019,rpe_best,P4,-0.03431824213464972,0.6365260154270577,-0.03433172433850395,192,rw_bias
ARV_0019,rpe_best,P3,-0.1683823168331619,0.019562618104226232,-0.17000130804865357,192,rw_bias
ARV_0019,rpe_best,P8,-0.060776331236722214,0.40235831001627204,-0.06085132863038045,192,rw_bias
ARV_0019,rpe_best,P7,-0.13818821028562367,0.055944322901505396,-0.1390780412402442,192,rw_bias
ARV_0019,rpe_best,Pz,-0.06965866858994241,0.3370135680731773,-0.06977166670700102,192,rw_bias
ARV_0019,rpe_rw,FCz,0.15110743171709234,0.03642402402740311,0.1522735514538728,192,rw_bias
ARV_0019,rpe_rw,Cz,0.06779403063999702,0.35013734321025447,0.06789817913924436,192,rw_bias
ARV_0019,rpe_rw,FC2,0.11219737960471768,0.12128636029529308,0.11267175737396343,192,rw_bias
ARV_0019,rpe_rw,FC1,0.1562442865431156,0.03045237241379226,0.15753466688902074,192,rw_bias
ARV_0019,rpe_rw,F4,0.12061197368722834,0.09562893230613256,0.12120198961716598,192,rw_bias
ARV_0019,rpe_rw,F5,0.1142516150246517,0.11457699005998077,0.11475267042532845,192,rw_bias
ARV_0019,rpe_rw,C4,-0.09826885176378675,0.17508453323741097,-0.09858701708652447,192,rw_bias
ARV_0019,rpe_rw,C3,-0.14033777357237456,0.052197886112219254,-0.14127011899031153,192,rw_bias
ARV_0019,rpe_rw,P4,-0.03548999052611135,0.6250494887147157,-0.03550490214424738,192,rw_bias
ARV_0019,rpe_rw,P3,-0.1677671767514512,0.02001959039938683,-0.16936828561772418,192,rw_bias
ARV_0019,rpe_rw,P8,-0.0623409299722707,0.39033145196201663,-0.06242187923775252,192,rw_bias
ARV_0019,rpe_rw,P7,-0.13745034063781256,0.057280487641685585,-0.1383258849849043,192,rw_bias
ARV_0019,rpe_rw,Pz,-0.07047602387909926,0.33136105738746363,-0.07059305459158224,192,rw_bias
ARV_0019,abs_rpe_best,FCz,0.0882092463804065,0.22373555892390287,0.08843910201806682,192,rw_bias
ARV_0019,abs_rpe_best,Cz,0.08806878519511903,0.22447674171018467,0.0882975411186594,192,rw_bias
ARV_0019,abs_rpe_best,FC2,0.021947009946315228,0.7625321731984174,0.021950534712911106,192,rw_bias
ARV_0019,abs_rpe_best,FC1,0.04151620402145584,0.567487625716134,0.04154008109557767,192,rw_bias
ARV_0019,abs_rpe_best,F4,-0.08065661706769338,0.2660840563440172,-0.08083220655829815,192,rw_bias
ARV_0019,abs_rpe_best,F5,0.04467833137756533,0.5383263090495249,0.04470809529984376,192,rw_bias
ARV_0019,abs_rpe_best,C4,-0.045853712405320254,0.5276802926347924,-0.04588588978020078,192,rw_bias
ARV_0019,abs_rpe_best,C3,0.050523366296459156,0.4864629866834693,0.05056642108278933,192,rw_bias
ARV_0019,abs_rpe_best,P4,-0.02331088730869124,0.7482562202222242,-0.023315111044917267,192,rw_bias
ARV_0019,abs_rpe_best,P3,0.0014679987408005787,0.983877151131584,0.001467999795324306,192,rw_bias
ARV_0019,abs_rpe_best,P8,-0.06189181177976416,0.3937613826457965,-0.061971021428151356,192,rw_bias
ARV_0019,abs_rpe_best,P7,-0.10341462450774168,0.15345658221192623,-0.10378566713742177,192,rw_bias
ARV_0019,abs_rpe_best,Pz,0.000840653378207705,0.9907667887841118,0.0008406535762371713,192,rw_bias
ARV_0019,abs_rpe_rw,FCz,0.08957560344554341,0.21661607833677715,0.0898163420667658,192,rw_bias
ARV_0019,abs_rpe_rw,Cz,0.08943791364335807,0.21732610197541594,0.08967754025924951,192,rw_bias
ARV_0019,abs_rpe_rw,FC2,0.023636030847641737,0.7448652806684786,0.023640433840668006,192,rw_bias
ARV_0019,abs_rpe_rw,FC1,0.04079442008620757,0.5742476349689676,0.04081707252594203,192,rw_bias
ARV_0019,abs_rpe_rw,F4,-0.07961947359106193,0.27230083652837506,-0.07978835928753479,192,rw_bias
ARV_0019,abs_rpe_rw,F5,0.042296585657627075,0.5602216205440753,0.04232183564677397,192,rw_bias
ARV_0019,abs_rpe_rw,C4,-0.046662636039649256,0.5204158426820298,-0.04669654812097662,192,rw_bias
ARV_0019,abs_rpe_rw,C3,0.05044632355937105,0.48712871369960054,0.05048918148358476,192,rw_bias
ARV_0019,abs_rpe_rw,P4,-0.022149998883715407,0.7604022352164094,-0.02215362237934687,192,rw_bias
ARV_0019,abs_rpe_rw,P3,0.0008277342464688628,0.9909086783115836,0.0008277344355079866,192,rw_bias
ARV_0019,abs_rpe_rw,P8,-0.06158568045641803,0.3961096593529408,-0.06166371876517524,192,rw_bias
ARV_0019,abs_rpe_rw,P7,-0.10637683762445069,0.14195607877530889,-0.1067808387577179,192,rw_bias
ARV_0019,abs_rpe_rw,Pz,0.0024777941421879196,0.9727900898635634,0.0024777992129824213,192,rw_bias
ARV_0019,rpe_rw_reward,FCz,0.31900578981724764,0.0023115238572258877,0.3305398690395994,89,rw_bias
ARV_0019,rpe_rw_noreward,FCz,0.11133749384017996,0.2628641660514647,0.11180099401204757,103,rw_bias
ARV_0019,rpe_rw_reward,Cz,0.1538101263243747,0.1501199278476839,0.1550405634451442,89,rw_bias
ARV_0019,rpe_rw_noreward,Cz,-0.021752094005389928,0.8273580255220919,-0.021755525673482073,103,rw_bias
ARV_0020,rpe_best,FCz,,,,198,ck
ARV_0020,rpe_best,Cz,,,,198,ck
ARV_0020,rpe_best,FC2,,,,198,ck
ARV_0020,rpe_best,FC1,,,,198,ck
ARV_0020,rpe_best,F4,,,,198,ck
ARV_0020,rpe_best,F5,,,,198,ck
ARV_0020,rpe_best,C4,,,,198,ck
ARV_0020,rpe_best,C3,,,,198,ck
ARV_0020,rpe_best,P4,,,,198,ck
ARV_0020,rpe_best,P3,,,,198,ck
ARV_0020,rpe_best,P8,,,,198,ck
ARV_0020,rpe_best,P7,,,,198,ck
ARV_0020,rpe_best,Pz,,,,198,ck
ARV_0020,rpe_rw,FCz,0.029012530203033318,0.6849313608856306,0.02902067452572775,198,ck
ARV_0020,rpe_rw,Cz,-0.054042669723218695,0.44953781405290927,-0.05409537463565076,198,ck
ARV_0020,rpe_rw,FC2,-0.05938343198534906,0.40594989044621255,-0.059453383136596684,198,ck
ARV_0020,rpe_rw,FC1,-0.007355373863790558,0.9180857008082444,-0.007355506513743389,198,ck
ARV_0020,rpe_rw,F4,-0.001272439702825186,0.985805221213693,-0.0012724403895627472,198,ck
ARV_0020,rpe_rw,F5,0.04937313789481209,0.4897136847818986,0.04941331575340522,198,ck
ARV_0020,rpe_rw,C4,-0.030718568754478277,0.6674770415015929,-0.03072823655455347,198,ck
ARV_0020,rpe_rw,C3,0.10792741449442343,0.13015724452480587,0.10834942581136296,198,ck
ARV_0020,rpe_rw,P4,-0.0394849039879968,0.5807431887078084,-0.03950544295139398,198,ck
ARV_0020,rpe_rw,P3,-0.07317901074284944,0.30556393208596644,-0.07331006070072617,198,ck
ARV_0020,rpe_rw,P8,-0.011215942972827398,0.875380420937981,-0.011216413320396997,198,ck
ARV_0020,rpe_rw,P7,0.09567664995202316,0.1799711862134519,0.09597020600978431,198,ck
ARV_0020,rpe_rw,Pz,-0.09247252622164125,0.1950639432952665,-0.0927374696068204,198,ck
ARV_0020,abs_rpe_best,FCz,,,,198,ck
ARV_0020,abs_rpe_best,Cz,,,,198,ck
ARV_0020,abs_rpe_best,FC2,,,,198,ck
ARV_0020,abs_rpe_best,FC1,,,,198,ck
ARV_0020,abs_rpe_best,F4,,,,198,ck
ARV_0020,abs_rpe_best,F5,,,,198,ck
ARV_0020,abs_rpe_best,C4,,,,198,ck
ARV_0020,abs_rpe_best,C3,,,,198,ck
ARV_0020,abs_rpe_best,P4,,,,198,ck
ARV_0020,abs_rpe_best,P3,,,,198,ck
ARV_0020,abs_rpe_best,P8,,,,198,ck
ARV_0020,abs_rpe_best,P7,,,,198,ck
ARV_0020,abs_rpe_best,Pz,,,,198,ck
ARV_0020,abs_rpe_rw,FCz,-0.06634058152506858,0.35309242134293833,-0.06643816257375718,198,ck
ARV_0020,abs_rpe_rw,Cz,0.06553081610624184,0.359012504433224,0.06562486126896964,198,ck
ARV_0020,abs_rpe_rw,FC2,0.06726765107149453,0.3463904390452819,0.06736938805178343,198,ck
ARV_0020,abs_rpe_rw,FC1,0.02338426306398412,0.743662511545127,0.02338852681986243,198,ck
ARV_0020,abs_rpe_rw,F4,-0.01919106275690972,0.7884244403069643,-0.019193419280579903,198,ck
ARV_0020,abs_rpe_rw,F5,-0.10383785077539695,0.1454437119863615,-0.10421348751687418,198,ck
ARV_0020,abs_rpe_rw,C4,0.05937661972468302,0.40600384215224444,0.05944654677099114,198,ck
ARV_0020,abs_rpe_rw,C3,-0.11707635531177418,0.10045876723224549,-0.1176157149803164,198,ck
ARV_0020,abs_rpe_rw,P4,0.057119088579757185,0.4241160392673915,0.05718132919237141,198,ck
ARV_0020,abs_rpe_rw,P3,0.08442802872753108,0.23696833021648264,0.08462949465900971,198,ck
ARV_0020,abs_rpe_rw,P8,0.016024444026509523,0.8227023368973714,0.01602581583843951,198,ck
ARV_0020,abs_rpe_rw,P7,-0.05156845965902936,0.4705906101121041,-0.051614244840618585,198,ck
ARV_0020,abs_rpe_rw,Pz,0.1039157657423459,0.14514025110705667,0.1042922523876405,198,ck
ARV_0020,rpe_rw_reward,FCz,-0.11756934212793654,0.22558629654953455,-0.11811558230637313,108,ck
ARV_0020,rpe_rw_noreward,FCz,0.06321144455477108,0.5539267620507629,0.06329583801649646,90,ck
ARV_0020,rpe_rw_reward,Cz,0.09206424314099004,0.3433121787607549,0.09232568077463771,108,ck
ARV_0020,rpe_rw_noreward,Cz,0.04124197678849191,0.6995330545629652,0.04126538351568424,90,ck
ARV_0021,rpe_best,FCz,,,,185,wsls
ARV_0021,rpe_best,Cz,,,,185,wsls
ARV_0021,rpe_best,FC2,,,,185,wsls
ARV_0021,rpe_best,FC1,,,,185,wsls
ARV_0021,rpe_best,F4,,,,185,wsls
ARV_0021,rpe_best,F5,,,,185,wsls
ARV_0021,rpe_best,C4,,,,185,wsls
ARV_0021,rpe_best,C3,,,,185,wsls
ARV_0021,rpe_best,P4,,,,185,wsls
ARV_0021,rpe_best,P3,,,,185,wsls
ARV_0021,rpe_best,P8,,,,185,wsls
ARV_0021,rpe_best,P7,,,,185,wsls
ARV_0021,rpe_best,Pz,,,,185,wsls
ARV_0021,rpe_rw,FCz,-0.09338243618741211,0.20612446287777605,-0.09365530562645681,185,wsls
ARV_0021,rpe_rw,Cz,-0.12664806517819682,0.08582425663199866,-0.12733179110065562,185,wsls
ARV_0021,rpe_rw,FC2,-0.046016893305080526,0.5339518706108753,-0.04604941572858935,185,wsls
ARV_0021,rpe_rw,FC1,-0.07552589261191996,0.30689417001871266,-0.07566999004393696,185,wsls
ARV_0021,rpe_rw,F4,0.05151036869882934,0.48622185581946425,0.051555999161752075,185,wsls
ARV_0021,rpe_rw,F5,0.013302934115483337,0.8573715778784321,0.013303718930280843,185,wsls
ARV_0021,rpe_rw,C4,0.08057335868334284,0.2755978093231044,0.08074840355694134,185,wsls
ARV_0021,rpe_rw,C3,-0.05857142136655039,0.42839681988949496,-0.05863853816710943,185,wsls
ARV_0021,rpe_rw,P4,0.02682160895730843,0.7170487416387199,0.026828043545225777,185,wsls
ARV_0021,rpe_rw,P3,-0.04406710829770329,0.551439525445045,-0.044095666366001714,185,wsls
ARV_0021,rpe_rw,P8,0.10608322358544689,0.15067064117744336,0.10648387351737726,185,wsls
ARV_0021,rpe_rw,P7,0.06611414650328469,0.3712505263854982,0.06621073001729423,185,wsls
ARV_0021,rpe_rw,Pz,0.03866885889419891,0.6012637601439693,0.03868814980314971,185,wsls
ARV_0021,abs_rpe_best,FCz,,,,185,wsls
ARV_0021,abs_rpe_best,Cz,,,,185,wsls
ARV_0021,abs_rpe_best,FC2,,,,185,wsls
ARV_0021,abs_rpe_best,FC1,,,,185,wsls
ARV_0021,abs_rpe_best,F4,,,,185,wsls
ARV_0021,abs_rpe_best,F5,,,,185,wsls
ARV_0021,abs_rpe_best,C4,,,,185,wsls
ARV_0021,abs_rpe_best,C3,,,,185,wsls
ARV_0021,abs_rpe_best,P4,,,,185,wsls
ARV_0021,abs_rpe_best,P3,,,,185,wsls
ARV_0021,abs_rpe_best,P8,,,,185,wsls
ARV_0021,abs_rpe_best,P7,,,,185,wsls
ARV_0021,abs_rpe_best,Pz,,,,185,wsls
ARV_0021,abs_rpe_rw,FCz,0.14109631902499292,0.05540268564862922,0.14204398808721508,185,wsls
ARV_0021,abs_rpe_rw,Cz,0.03458697789416622,0.6402243741675641,0.03460077946332817,185,wsls
ARV_0021,abs_rpe_rw,FC2,0.032205474731007086,0.6634276048157595,0.03221661609199031,185,wsls
ARV_0021,abs_rpe_rw,FC1,0.11863040687870385,0.10777036492546439,0.11919165578512722,185,wsls
ARV_0021,abs_rpe_rw,F4,-0.07655392235579404,0.3003378186181713,-0.0767039985882249,185,wsls
ARV_0021,abs_rpe_rw,F5,-0.06036751728183268,0.41434768443645476,-0.06044100922502373,185,wsls
ARV_0021,abs_rpe_rw,C4,0.10740630520376315,0.1456152958632028,0.10782220488269528,185,wsls
ARV_0021,abs_rpe_rw,C3,-0.11041388085313686,0.1346039672916816,-0.11086588527256798,185,wsls
ARV_0021,abs_rpe_rw,P4,0.1388375565301596,0.059465778606740564,0.13974008944683797,185,wsls
ARV_0021,abs_rpe_rw,P3,-0.01646450761947242,0.8239723492626531,-0.016465995594465783,185,wsls
ARV_0021,abs_rpe_rw,P8,-0.06057519196351799,0.41274086380942304,-0.060649446116310395,185,wsls
ARV_0021,abs_rpe_rw,P7,-0.1456150733242189,0.0479615314706844,-0.14665756382466538,185,wsls
ARV_0021,abs_rpe_rw,Pz,-0.02827136665779735,0.7024597089375096,-0.028278902425366487,185,wsls
ARV_0021,rpe_rw_reward,FCz,0.10885451942273776,0.2989687068592886,0.109287552486738,93,wsls
ARV_0021,rpe_rw_noreward,FCz,-0.18281731148272112,0.08111042001727488,-0.1848958725351129,92,wsls
ARV_0021,rpe_rw_reward,Cz,-0.060852997383384996,0.5622885798981471,-0.06092827937351015,93,wsls
ARV_0021,rpe_rw_noreward,Cz,-0.1435541552564235,0.172196702344554,-0.14455264216999156,92,wsls
ARV_0023,rpe_best,FCz,,,,192,random
ARV_0023,rpe_best,Cz,,,,192,random
ARV_0023,rpe_best,FC2,,,,192,random
ARV_0023,rpe_best,FC1,,,,192,random
ARV_0023,rpe_best,F4,,,,192,random
ARV_0023,rpe_best,F5,,,,192,random
ARV_0023,rpe_best,C4,,,,192,random
ARV_0023,rpe_best,C3,,,,192,random
ARV_0023,rpe_best,P4,,,,192,random
ARV_0023,rpe_best,P3,,,,192,random
ARV_0023,rpe_best,P8,,,,192,random
ARV_0023,rpe_best,P7,,,,192,random
ARV_0023,rpe_best,Pz,,,,192,random
ARV_0023,rpe_rw,FCz,-0.033104623920184845,0.6485045216474752,-0.033116725175412726,192,random
ARV_0023,rpe_rw,Cz,-0.022207504067666507,0.7597991670231435,-0.022211155863863272,192,random
ARV_0023,rpe_rw,FC2,-0.13797615849065575,0.05632565129010247,-0.13886186773119671,192,random
ARV_0023,rpe_rw,FC1,-0.03560419636031587,0.6239356650828733,-0.03561925247117564,192,random
ARV_0023,rpe_rw,F4,-0.07872599691133604,0.2777349381171999,-0.07888924661875758,192,random
ARV_0023,rpe_rw,F5,-0.13727779073039575,0.05759671755730296,-0.13815001663711696,192,random
ARV_0023,rpe_rw,C4,-0.0021501705683120913,0.976386768303935,-0.002150173881901464,192,random
ARV_0023,rpe_rw,C3,-0.10083302852195683,0.1640407938165621,-0.10117686168976744,192,random
ARV_0023,rpe_rw,P4,0.06904485272493334,0.3412986723844961,0.06915488430446569,192,random
ARV_0023,rpe_rw,P3,0.029637623596388638,0.6832157172261447,0.029646305957615637,192,random
ARV_0023,rpe_rw,P8,0.09611296624271211,0.1847880048515297,0.09641057182999019,192,random
ARV_0023,rpe_rw,P7,0.030446302161082673,0.6750563083358092,0.030455715074117554,192,random
ARV_0023,rpe_rw,Pz,0.13705242847627602,0.05801190304332426,0.13792033305361792,192,random
ARV_0023,abs_rpe_best,FCz,,,,192,random
ARV_0023,abs_rpe_best,Cz,,,,192,random
ARV_0023,abs_rpe_best,FC2,,,,192,random
ARV_0023,abs_rpe_best,FC1,,,,192,random
ARV_0023,abs_rpe_best,F4,,,,192,random
ARV_0023,abs_rpe_best,F5,,,,192,random
ARV_0023,abs_rpe_best,C4,,,,192,random
ARV_0023,abs_rpe_best,C3,,,,192,random
ARV_0023,abs_rpe_best,P4,,,,192,random
ARV_0023,abs_rpe_best,P3,,,,192,random
ARV_0023,abs_rpe_best,P8,,,,192,random
ARV_0023,abs_rpe_best,P7,,,,192,random
ARV_0023,abs_rpe_best,Pz,,,,192,random
ARV_0023,abs_rpe_rw,FCz,0.03794328349005993,0.601313491540255,0.03796150812558007,192,random
ARV_0023,abs_rpe_rw,Cz,0.04372919908129137,0.5470003970503148,0.04375710472183892,192,random
ARV_0023,abs_rpe_rw,FC2,0.1595645082953985,0.027054065339576622,0.1609397948649957,192,random
ARV_0023,abs_rpe_rw,FC1,-0.0529720113802456,0.4655606040886506,-0.053021642054440606,192,random
ARV_0023,abs_rpe_rw,F4,0.012961248388674008,0.8583844615430696,0.012961974265654739,192,random
ARV_0023,abs_rpe_rw,F5,0.056724803309270225,0.4345091536094803,0.05678576223706444,192,random
ARV_0023,abs_rpe_rw,C4,-0.05894704909479183,0.41669573393484144,-0.05901546730336898,192,random
ARV_0023,abs_rpe_rw,C3,0.03928056020997482,0.5885475261652485,0.039300781743205934,192,random
ARV_0023,abs_rpe_rw,P4,-0.09101692821947925,0.20928286632860502,-0.09126951542692244,192,random
ARV_0023,abs_rpe_rw,P3,0.018925280855885608,0.7944416209587218,0.018927540807227795,192,random
ARV_0023,abs_rpe_rw,P8,0.03391239276794589,0.6405214989710796,0.03392540206603527,192,random
ARV_0023,abs_rpe_rw,P7,0.05431665585480885,0.454296367138835,0.054370167405530925,192,random
ARV_0023,abs_rpe_rw,Pz,-0.18776771982756815,0.009106364844199612,-0.19002230009741722,192,random
ARV_0023,rpe_rw_reward,FCz,0.04362255133464556,0.6697409432404485,0.04365025314694208,98,random
ARV_0023,rpe_rw_noreward,FCz,-0.016466112820712378,0.8748354355167327,-0.01646760123100415,94,random
ARV_0023,rpe_rw_reward,Cz,0.0504618492742091,0.6216933142201928,0.05050474682177896,98,random
ARV_0023,rpe_rw_noreward,Cz,-0.026394919186932105,0.800632830753053,-0.02640105145807593,94,random
ARV_0024,rpe_best,FCz,,,,197,random
ARV_0024,rpe_best,Cz,,,,197,random
ARV_0024,rpe_best,FC2,,,,197,random
ARV_0024,rpe_best,FC1,,,,197,random
ARV_0024,rpe_best,F4,,,,197,random
ARV_0024,rpe_best,F5,,,,197,random
ARV_0024,rpe_best,C4,,,,197,random
ARV_0024,rpe_best,C3,,,,197,random
ARV_0024,rpe_best,P4,,,,197,random
ARV_0024,rpe_best,P3,,,,197,random
ARV_0024,rpe_best,P8,,,,197,random
ARV_0024,rpe_best,P7,,,,197,random
ARV_0024,rpe_best,Pz,,,,197,random
ARV_0024,rpe_rw,FCz,-0.15305246221942018,0.031778162531868104,-0.15426463299501592,197,random
ARV_0024,rpe_rw,Cz,0.032363952187671435,0.6516456020146751,0.03237525890282181,197,random
ARV_0024,rpe_rw,FC2,-0.03753590430033819,0.6005057041391385,-0.03755354788181348,197,random
ARV_0024,rpe_rw,FC1,-0.08392825100502493,0.240971226968573,-0.08412615024774996,197,random
ARV_0024,rpe_rw,F4,-0.24368809572715786,0.0005590776729515759,-0.248691326034891,197,random
ARV_0024,rpe_rw,F5,-0.12194728781762147,0.08780411784836076,-0.12255723796856885,197,random
ARV_0024,rpe_rw,C4,-0.12647726576279716,0.07655821726267384,-0.12715821126418886,197,random
ARV_0024,rpe_rw,C3,0.027746980116151558,0.6987239266315327,0.027754104160179108,197,random
ARV_0024,rpe_rw,P4,0.11641915963601925,0.10327772402253264,0.11694943789670392,197,random
ARV_0024,rpe_rw,P3,0.24035070527095148,0.000668890096674358,0.24514628648441789,197,random
ARV_0024,rpe_rw,P8,0.08323425486373955,0.24489730487732184,0.08342727183474712,197,random
ARV_0024,rpe_rw,P7,0.11624282850017875,0.10380459125690422,0.11677068775251624,197,random
ARV_0024,rpe_rw,Pz,0.20946002185879187,0.003136410714822588,0.21260652372741523,197,random
ARV_0024,abs_rpe_best,FCz,,,,197,random
ARV_0024,abs_rpe_best,Cz,,,,197,random
ARV_0024,abs_rpe_best,FC2,,,,197,random
ARV_0024,abs_rpe_best,FC1,,,,197,random
ARV_0024,abs_rpe_best,F4,,,,197,random
ARV_0024,abs_rpe_best,F5,,,,197,random
ARV_0024,abs_rpe_best,C4,,,,197,random
ARV_0024,abs_rpe_best,C3,,,,197,random
ARV_0024,abs_rpe_best,P4,,,,197,random
ARV_0024,abs_rpe_best,P3,,,,197,random
ARV_0024,abs_rpe_best,P8,,,,197,random
ARV_0024,abs_rpe_best,P7,,,,197,random
ARV_0024,abs_rpe_best,Pz,,,,197,random
ARV_0024,abs_rpe_rw,FCz,-0.05475497290419761,0.4447447977695041,-0.05480979197367159,197,random
ARV_0024,abs_rpe_rw,Cz,-0.054786102373722737,0.44448558106274993,-0.05484101510672202,197,random
ARV_0024,abs_rpe_rw,FC2,-0.02480791125398055,0.729317874109684,-0.02481300233199828,197,random
ARV_0024,abs_rpe_rw,FC1,0.047977978886389085,0.5031744579625633,0.048014843100767854,197,random
ARV_0024,abs_rpe_rw,F4,0.00890515551769138,0.9011594022992091,0.008905390927164343,197,random
ARV_0024,abs_rpe_rw,F5,0.009385923573929224,0.8958526367180143,0.009386199207900615,197,random
ARV_0024,abs_rpe_rw,C4,-0.15187953145290978,0.033127023505174144,-0.15306378736406048,197,random
ARV_0024,abs_rpe_rw,C3,-0.08867584564267166,0.21529110050795705,-0.08890937984174754,197,random
ARV_0024,abs_rpe_rw,P4,0.06033396100694773,0.3996726274682054,0.060407330284303146,197,random
ARV_0024,abs_rpe_rw,P3,0.024946888973076967,0.7278610720013382,0.024952066115813996,197,random
ARV_0024,abs_rpe_rw,P8,0.06819212576946969,0.3410259608042065,0.06829812323914111,197,random
ARV_0024,abs_rpe_rw,P7,0.0032194482581316157,0.9641872842716558,0.0032194593812304223,197,random
ARV_0024,abs_rpe_rw,Pz,0.043480612949683965,0.5440614288782689,0.04350804502987227,197,random
ARV_0024,rpe_rw_reward,FCz,-0.016378956857057963,0.8695653795253375,-0.01638042175502028,103,random
ARV_0024,rpe_rw_noreward,FCz,-0.029929613192203143,0.7746024469909522,-0.02993855479891803,94,random
ARV_0024,rpe_rw_reward,Cz,-0.1470174818185687,0.1383615431319474,-0.1480906527923739,103,random
ARV_0024,rpe_rw_noreward,Cz,-0.016828846380422712,0.8721012722801921,-0.01683043535002869,94,random
ARV_0025,rpe_best,FCz,-0.02329964690276506,0.745189295768224,-0.023303864530610084,197,rw
ARV_0025,rpe_best,Cz,-0.00612143702386796,0.9319652586995906,-0.006121513486398595,197,rw
ARV_0025,rpe_best,FC2,0.04201939062744395,0.5576899854641931,0.04204414708003113,197,rw
ARV_0025,rpe_best,FC1,0.0386786815633941,0.5894533391003985,0.038697987185729574,197,rw
ARV_0025,rpe_best,F4,0.004813670881752821,0.9464754075349632,0.004813708062144789,197,rw
ARV_0025,rpe_best,F5,0.0723910048809433,0.3120560544494838,0.07251785797836889,197,rw
ARV_0025,rpe_best,C4,-0.0917324053451159,0.19982968344111934,-0.09199101663586791,197,rw
ARV_0025,rpe_best,C3,0.05031954490813952,0.4825426266259168,0.050362080193173744,197,rw
ARV_0025,rpe_best,P4,-0.026845049777389073,0.7080636486274247,-0.02685150125550551,197,rw
ARV_0025,rpe_best,P3,0.056589146174854665,0.42961819827042347,0.056649668238963356,197,rw
ARV_0025,rpe_best,P8,-0.11547660721828351,0.10611867021792995,-0.11599404113470176,197,rw
ARV_0025,rpe_best,P7,-0.0020767171496529815,0.9768943768334288,-0.002076720135117521,197,rw
ARV_0025,rpe_best,Pz,0.041657886143310466,0.5610869298387121,0.04168200867891728,197,rw
ARV_0025,rpe_rw,FCz,-0.02329964690276506,0.745189295768224,-0.023303864530610084,197,rw
ARV_0025,rpe_rw,Cz,-0.00612143702386796,0.9319652586995906,-0.006121513486398595,197,rw
ARV_0025,rpe_rw,FC2,0.04201939062744395,0.5576899854641931,0.04204414708003113,197,rw
ARV_0025,rpe_rw,FC1,0.0386786815633941,0.5894533391003985,0.038697987185729574,197,rw
ARV_0025,rpe_rw,F4,0.004813670881752821,0.9464754075349632,0.004813708062144789,197,rw
ARV_0025,rpe_rw,F5,0.0723910048809433,0.3120560544494838,0.07251785797836889,197,rw
ARV_0025,rpe_rw,C4,-0.0917324053451159,0.19982968344111934,-0.09199101663586791,197,rw
ARV_0025,rpe_rw,C3,0.05031954490813952,0.4825426266259168,0.050362080193173744,197,rw
ARV_0025,rpe_rw,P4,-0.026845049777389073,0.7080636486274247,-0.02685150125550551,197,rw
ARV_0025,rpe_rw,P3,0.056589146174854665,0.42961819827042347,0.056649668238963356,197,rw
ARV_0025,rpe_rw,P8,-0.11547660721828351,0.10611867021792995,-0.11599404113470176,197,rw
ARV_0025,rpe_rw,P7,-0.0020767171496529815,0.9768943768334288,-0.002076720135117521,197,rw
ARV_0025,rpe_rw,Pz,0.041657886143310466,0.5610869298387121,0.04168200867891728,197,rw
ARV_0025,abs_rpe_best,FCz,0.0645690600420002,0.3673524326820083,0.06465901816930471,197,rw
ARV_0025,abs_rpe_best,Cz,0.028132848305060652,0.6947418444222964,0.02814027381291137,197,rw
ARV_0025,abs_rpe_best,FC2,0.06216449972958982,0.38549972789285286,0.06224476259668458,197,rw
ARV_0025,abs_rpe_best,FC1,0.0631388952295033,0.3780813833365404,0.06322299797917096,197,rw
ARV_0025,abs_rpe_best,F4,0.09789679891600782,0.1711266610667675,0.09821135022867576,197,rw
ARV_0025,abs_rpe_best,F5,0.14710520049500195,0.039130084521460745,0.14818031049951472,197,rw
ARV_0025,abs_rpe_best,C4,-0.03840812137366244,0.5920616396326814,-0.0384270244537814,197,rw
ARV_0025,abs_rpe_best,C3,-0.015355501037569618,0.8304177624947152,-0.015356708106768611,197,rw
ARV_0025,abs_rpe_best,P4,-0.021488506692483648,0.7643901110564048,-0.021491815090860383,197,rw
ARV_0025,abs_rpe_best,P3,-0.12010596235868368,0.09273752800942833,-0.12068854030592542,197,rw
ARV_0025,abs_rpe_best,P8,-0.05528420746335463,0.44034948646817446,-0.05534063348506614,197,rw
ARV_0025,abs_rpe_best,P7,-0.15699478771511075,0.027581748418995095,-0.15830404059101782,197,rw
ARV_0025,abs_rpe_best,Pz,-0.038648965322262356,0.5897395575058713,-0.038668226455540675,197,rw
ARV_0025,abs_rpe_rw,FCz,0.0645690600420002,0.3673524326820083,0.06465901816930471,197,rw
ARV_0025,abs_rpe_rw,Cz,0.028132848305060652,0.6947418444222964,0.02814027381291137,197,rw
ARV_0025,abs_rpe_rw,FC2,0.06216449972958982,0.38549972789285286,0.06224476259668458,197,rw
ARV_0025,abs_rpe_rw,FC1,0.0631388952295033,0.3780813833365404,0.06322299797917096,197,rw
ARV_0025,abs_rpe_rw,F4,0.09789679891600782,0.1711266610667675,0.09821135022867576,197,rw
ARV_0025,abs_rpe_rw,F5,0.14710520049500195,0.039130084521460745,0.14818031049951472,197,rw
ARV_0025,abs_rpe_rw,C4,-0.03840812137366244,0.5920616396326814,-0.0384270244537814,197,rw
ARV_0025,abs_rpe_rw,C3,-0.015355501037569618,0.8304177624947152,-0.015356708106768611,197,rw
