subject,rpe_type,condition,channel,r,p,z,n_trials
ARV_0019,rpe_binary,shift,P8,-0.054447812110157645,0.5867703365078291,-0.054501712696715464,102
ARV_0019,rpe_binary,shift,P7,-0.15648480416442262,0.1162677375547535,-0.1577812125205323,102
ARV_0019,rpe_binary,shift,Pz,-0.08529283190031063,0.3940179265148877,-0.08550057076157332,102
ARV_0019,rpe_mag,all,FCz,-0.042892316583527865,0.5547051460444301,-0.0429186493820138,192
ARV_0019,rpe_mag,all,Cz,0.007593516191992229,0.9167461646551895,0.007593662148189888,192
ARV_0019,rpe_mag,all,FC2,-0.062313094458350114,0.3905435076200649,-0.062393935170729845,192
ARV_0019,rpe_mag,all,FC1,-0.029200259966188684,0.6876440515914314,-0.02920856346560878,192
ARV_0019,rpe_mag,all,F4,-0.037399211153416906,0.6065425844798921,-0.03741666257263305,192
ARV_0019,rpe_mag,all,F5,-0.011103422864465279,0.8785137378074604,-0.011103879197082599,192
ARV_0019,rpe_mag,all,C4,0.014423556638332884,0.8426038832561932,0.01442455698390204,192
ARV_0019,rpe_mag,all,C3,-0.09293102080865198,0.19982244142839672,-0.0931999384834522,192
ARV_0019,rpe_mag,all,P4,0.13863181336736266,0.05515349733486396,0.13953030856498885,192
ARV_0019,rpe_mag,all,P3,-0.01572955977591616,0.8285627001647698,-0.015730857232780393,192
ARV_0019,rpe_mag,all,P8,0.09241577393146856,0.2023380246214728,0.09268022813554708,192
ARV_0019,rpe_mag,all,P7,-0.03526829342643927,0.6272140753144105,-0.03528292720124651,192
ARV_0019,rpe_mag,all,Pz,0.07045307880506016,0.3315189021157103,0.0705699950209399,192
ARV_0019,rpe_mag,no_rew,FCz,-0.178722284417749,0.07087633110252273,-0.18066250185371735,103
ARV_0019,rpe_mag,no_rew,Cz,-0.11136769362542176,0.2627339075089245,-0.11183157295787673,103
ARV_0019,rpe_mag,no_rew,FC2,-0.13321078222876756,0.17978113973365026,-0.1340072261482002,103
ARV_0019,rpe_mag,no_rew,FC1,-0.1254160416081245,0.2068442794176403,-0.12607988193862274,103
ARV_0019,rpe_mag,no_rew,F4,0.01848147550504013,0.8529990717988045,0.018483580144384122,103
ARV_0019,rpe_mag,no_rew,F5,-0.1260601964246233,0.2045031643653458,-0.12673438451372826,103
ARV_0019,rpe_mag,no_rew,C4,0.16524749020013113,0.09529581064531642,0.16677674795514982,103
ARV_0019,rpe_mag,no_rew,C3,-0.07168320144144036,0.47180037266294667,-0.07180636231261298,103
ARV_0019,rpe_mag,no_rew,P4,0.21233566165335135,0.03129588854252389,0.21561602215088713,103
ARV_0019,rpe_mag,no_rew,P3,0.07992607183570169,0.4222369017828582,0.08009692112817828,103
ARV_0019,rpe_mag,no_rew,P8,0.15919655461124999,0.10822735879995839,0.16056225074226926,103
ARV_0019,rpe_mag,no_rew,P7,-0.006294798610742658,0.9496819563804453,-0.006294881755446663,103
ARV_0019,rpe_mag,no_rew,Pz,0.10729888870829994,0.2806801083457074,0.10771353602416107,103
ARV_0019,rpe_mag,low_rew,FCz,0.1412855166202274,0.20834555166268162,0.14223703402986135,81
ARV_0019,rpe_mag,low_rew,Cz,-0.009990305672379856,0.9294654216524846,-0.009990638057124588,81
ARV_0019,rpe_mag,low_rew,FC2,0.11233098715281226,0.3180709849733778,0.11280707030453828,81
ARV_0019,rpe_mag,low_rew,FC1,0.14175754942049587,0.20681421052526092,0.14271871409397538,81
ARV_0019,rpe_mag,low_rew,F4,0.11404431610446782,0.31069832428260985,0.11454263479085519,81
ARV_0019,rpe_mag,low_rew,F5,0.21446236887954134,0.05453086240771034,0.21784419966426535,81
ARV_0019,rpe_mag,low_rew,C4,-0.16823860968519228,0.13326843082935064,-0.16985341121804237,81
ARV_0019,rpe_mag,low_rew,C3,-0.09111511867538474,0.4185294772536909,-0.09136852698782696,81
ARV_0019,rpe_mag,low_rew,P4,-0.10609268887210838,0.3458562245756584,-0.1064934465451586,81
ARV_0019,rpe_mag,low_rew,P3,-0.05941583116284543,0.598265161683995,-0.05948589703340578,81
ARV_0019,rpe_mag,low_rew,P8,-0.20088813609928308,0.07213391384848566,-0.20365786729739196,81
ARV_0019,rpe_mag,low_rew,P7,-0.07074982881994146,0.5302405592411747,-0.0708682316178399,81
ARV_0019,rpe_mag,low_rew,Pz,-0.07623837472672078,0.49874467203983386,-0.07638659849157417,81
ARV_0019,rpe_mag,any_rew,FCz,0.07183362393929377,0.5035197125576202,0.07195756338587644,89
ARV_0019,rpe_mag,any_rew,Cz,0.08820972555752137,0.41107182342977516,0.08843958495285546,89
ARV_0019,rpe_mag,any_rew,FC2,-0.012169177474320466,0.9098838615081648,-0.012169778234323423,89
ARV_0019,rpe_mag,any_rew,FC1,-0.04129516255273158,0.7008046736826705,-0.041318660014867545,89
ARV_0019,rpe_mag,any_rew,F4,-0.11922487516931943,0.26577729117027277,-0.11979465275326891,89
ARV_0019,rpe_mag,any_rew,F5,0.05598730470932189,0.6022793288093427,0.056045913841080534,89
ARV_0019,rpe_mag,any_rew,C4,-0.06009046680867088,0.5758994738920153,-0.0601629500817612,89
ARV_0019,rpe_mag,any_rew,C3,-0.06463243301437502,0.5473397629073873,-0.06472265672170055,89
ARV_0019,rpe_mag,any_rew,P4,0.06978119467512046,0.5158207897528283,0.06989479128476292,89
ARV_0019,rpe_mag,any_rew,P3,-0.011838952138868795,0.912319439786112,-0.011839505304341429,89
ARV_0019,rpe_mag,any_rew,P8,0.0009321334977603291,0.9930828927059695,0.0009321337677289685,89
ARV_0019,rpe_mag,any_rew,P7,-0.04671359816388935,0.6637782141617912,-0.04674762157413381,89
ARV_0019,rpe_mag,any_rew,Pz,0.092305528936869,0.3896032234216132,0.09256903460554267,89
ARV_0019,rpe_mag,stay,FCz,-0.10435572261155344,0.3304374579921732,-0.10473703257329542,89
ARV_0019,rpe_mag,stay,Cz,-0.032626740574304446,0.7614862607229854,-0.0326383250750516,89
ARV_0019,rpe_mag,stay,FC2,-0.0453718584505997,0.672876247094382,-0.04540303121616897,89
ARV_0019,rpe_mag,stay,FC1,-0.004184534927091055,0.9689550319325184,-0.004184559351547053,89
ARV_0019,rpe_mag,stay,F4,-0.02922646738203356,0.785712552327359,-0.029234793266508036,89
ARV_0019,rpe_mag,stay,F5,-0.0984708140431135,0.3585805652544086,-0.09879095277555967,89
ARV_0019,rpe_mag,stay,C4,0.1786701439395552,0.09388485959957073,0.1806086414881681,89
ARV_0019,rpe_mag,stay,C3,-0.2050223000165141,0.05393464848697474,-0.20796964403280604,89
ARV_0019,rpe_mag,stay,P4,0.185990732191317,0.08096923022789367,0.18818100686692177,89
ARV_0019,rpe_mag,stay,P3,-0.02792599227752146,0.7950337727304928,-0.027933255140742727,89
ARV_0019,rpe_mag,stay,P8,0.1883170833180604,0.07717567259674704,0.19059180112938018,89
ARV_0019,rpe_mag,stay,P7,0.01074952353699791,0.9203601446576798,0.010749937609606021,89
ARV_0019,rpe_mag,stay,Pz,0.006262399355250882,0.9535536847164237,0.006262481222696963,89
ARV_0019,rpe_mag,shift,FCz,-0.10065681625333585,0.31412013777918824,-0.10099884260899501,102
ARV_0019,rpe_mag,shift,Cz,-0.02550482975647925,0.799145682127721,-0.02551036218207741,102
ARV_0019,rpe_mag,shift,FC2,-0.1594244336670772,0.10948359977074394,-0.16079606393923276,102
ARV_0019,rpe_mag,shift,FC1,-0.11250830539195417,0.2602277724376905,-0.11298665820786037,102
ARV_0019,rpe_mag,shift,F4,-0.06965826225901382,0.4866234945080563,-0.06977125839481851,102
ARV_0019,rpe_mag,shift,F5,0.022024208822132574,0.826090122857378,0.022027770922203205,102
ARV_0019,rpe_mag,shift,C4,-0.10523585180331517,0.29249808328690474,-0.10562693487182562,102
ARV_0019,rpe_mag,shift,C3,0.023308410777155668,0.8161234773547581,0.023312633167052184,102
ARV_0019,rpe_mag,shift,P4,0.12350167492549294,0.2162081819497295,0.12413539449995464,102
ARV_0019,rpe_mag,shift,P3,0.06101382171246532,0.5424032510500073,0.061089703049747035,102
ARV_0019,rpe_mag,shift,P8,0.09346322628450016,0.3501254220770586,0.09373680705381829,102
ARV_0019,rpe_mag,shift,P7,0.03070295440666065,0.7593494292167264,0.03071260746614709,102
ARV_0019,rpe_mag,shift,Pz,0.11015251658302658,0.27040395957188357,0.110601303050312,102
ARV_0020,rpe_binary,all,FCz,0.029012530203033318,0.6849313608856306,0.02902067452572775,198
ARV_0020,rpe_binary,all,Cz,-0.054042669723218695,0.44953781405290927,-0.05409537463565076,198
ARV_0020,rpe_binary,all,FC2,-0.05938343198534906,0.40594989044621255,-0.059453383136596684,198
ARV_0020,rpe_binary,all,FC1,-0.007355373863790558,0.9180857008082444,-0.007355506513743389,198
ARV_0020,rpe_binary,all,F4,-0.001272439702825186,0.985805221213693,-0.0012724403895627472,198
ARV_0020,rpe_binary,all,F5,0.04937313789481209,0.4897136847818986,0.04941331575340522,198
ARV_0020,rpe_binary,all,C4,-0.030718568754478277,0.6674770415015929,-0.03072823655455347,198
ARV_0020,rpe_binary,all,C3,0.10792741449442343,0.13015724452480587,0.10834942581136296,198
ARV_0020,rpe_binary,all,P4,-0.0394849039879968,0.5807431887078084,-0.03950544295139398,198
ARV_0020,rpe_binary,all,P3,-0.07317901074284944,0.30556393208596644,-0.07331006070072617,198
ARV_0020,rpe_binary,all,P8,-0.011215942972827398,0.875380420937981,-0.011216413320396997,198
ARV_0020,rpe_binary,all,P7,0.09567664995202316,0.1799711862134519,0.09597020600978431,198
ARV_0020,rpe_binary,all,Pz,-0.09247252622164125,0.1950639432952665,-0.0927374696068204,198
ARV_0020,rpe_binary,high_rew,FCz,-0.1319076861834561,0.18631260429018248,-0.1326808224006758,102
ARV_0020,rpe_binary,high_rew,Cz,0.08492716446204625,0.39605604883347106,0.08513223520245246,102
ARV_0020,rpe_binary,high_rew,FC2,0.1320496361336559,0.18583501666987823,0.13282528871847815,102
ARV_0020,rpe_binary,high_rew,FC1,0.05822946090459286,0.5610151041245961,0.05829540741606838,102
ARV_0020,rpe_binary,high_rew,F4,0.04447674266310278,0.6571316999018781,0.0445061051986873,102
ARV_0020,rpe_binary,high_rew,F5,-0.05215019146476969,0.6026772794146396,-0.052197545385432746,102
ARV_0020,rpe_binary,high_rew,C4,0.21342676754137824,0.031254230942054734,0.216758922607038,102
ARV_0020,rpe_binary,high_rew,C3,-0.053887858834908535,0.5906293285441337,-0.053940111582238603,102
ARV_0020,rpe_binary,high_rew,P4,-0.03779199733971373,0.7060909764279091,-0.037810004725401664,102
ARV_0020,rpe_binary,high_rew,P3,-0.013129360845398301,0.8957979010745132,-0.013130115337018208,102
ARV_0020,rpe_binary,high_rew,P8,-0.11860092695414527,0.2351314835548834,-0.11916175516856603,102
ARV_0020,rpe_binary,high_rew,P7,0.032627759121675405,0.7447650955098015,0.032639344707859855,102
ARV_0020,rpe_binary,high_rew,Pz,-0.004318883028587418,0.9656368088609796,-0.004318909881903974,102
ARV_0020,rpe_binary,no_rew,FCz,0.06321144455477108,0.5539267620507629,0.06329583801649646,90
ARV_0020,rpe_binary,no_rew,Cz,0.04124197678849191,0.6995330545629652,0.04126538351568424,90
ARV_0020,rpe_binary,no_rew,FC2,0.062176645379418465,0.5604468940096284,0.06225695537379271,90
ARV_0020,rpe_binary,no_rew,FC1,0.0004180104229782379,0.996880150415001,0.000418010447324939,90
ARV_0020,rpe_binary,no_rew,F4,0.1498023627088163,0.15876115756396345,0.1509382555782879,90
ARV_0020,rpe_binary,no_rew,F5,0.27357814308276596,0.0090784043512914,0.28072736860790065,90
ARV_0020,rpe_binary,no_rew,C4,0.052756654993455256,0.621418067050214,0.052805682137074456,90
ARV_0020,rpe_binary,no_rew,C3,0.04193836930415501,0.694708349668394,0.04196298272673435,90
ARV_0020,rpe_binary,no_rew,P4,-0.17123333649394817,0.10659313412963224,-0.1729369791229509,90
ARV_0020,rpe_binary,no_rew,P3,-0.20642365555971517,0.05093690816017726,-0.2094329289181785,90
ARV_0020,rpe_binary,no_rew,P8,-0.16342515045487066,0.1237842256965351,-0.16490382672508613,90
ARV_0020,rpe_binary,no_rew,P7,-0.0909669224352738,0.3938287103357259,-0.09121909216174544,90
ARV_0020,rpe_binary,no_rew,Pz,-0.09832559370896196,0.3565306056826756,-0.09864431264107323,90
ARV_0020,rpe_binary,any_rew,FCz,-0.11756934212793654,0.22558629654953455,-0.11811558230637313,108
ARV_0020,rpe_binary,any_rew,Cz,0.09206424314099004,0.3433121787607549,0.09232568077463771,108
ARV_0020,rpe_binary,any_rew,FC2,0.11519859629437969,0.23514659110986635,0.11571228203452757,108
ARV_0020,rpe_binary,any_rew,FC1,0.06730381214310802,0.4888819168021409,0.06740571358250727,108
ARV_0020,rpe_binary,any_rew,F4,0.03450173784731793,0.7229747183020896,0.03451543757687437,108
ARV_0020,rpe_binary,any_rew,F5,-0.04649780592386573,0.6327533078723719,-0.04653135959245951,108
ARV_0020,rpe_binary,any_rew,C4,0.1908321473321135,0.04789153902339348,0.19320062399495647,108
ARV_0020,rpe_binary,any_rew,C3,-0.049462739476895376,0.6111996051860376,-0.04950313669019282,108
ARV_0020,rpe_binary,any_rew,P4,-0.056047968038046084,0.5645184943454378,-0.056106768129093654,108
ARV_0020,rpe_binary,any_rew,P3,-0.06646741591623372,0.49431095347801085,-0.06656555871725016,108
ARV_0020,rpe_binary,any_rew,P8,-0.10835318822633391,0.2643251651270304,-0.10878023760310061,108
ARV_0020,rpe_binary,any_rew,P7,0.07556578164535382,0.43699538551916073,0.0757101080377276,108
ARV_0020,rpe_binary,any_rew,Pz,0.0044397464913142615,0.9636270488410317,0.004439775662789984,108
ARV_0020,rpe_binary,stay,FCz,0.04721543518099463,0.6275072754524591,0.04725056793348488,108
ARV_0020,rpe_binary,stay,Cz,-0.10842285399502108,0.2640163422188287,-0.10885073153189333,108
ARV_0020,rpe_binary,stay,FC2,-0.010731538366546653,0.9122262947549773,-0.01073195036416354,108
ARV_0020,rpe_binary,stay,FC1,-0.0031774041909524084,0.973964543350792,-0.0031774148839327438,108
ARV_0020,rpe_binary,stay,F4,0.029017625625444965,0.7656163161088525,0.0290257742414613,108
ARV_0020,rpe_binary,stay,F5,0.13363208068151788,0.16796317371048392,0.1344361601818916,108
ARV_0020,rpe_binary,stay,C4,-0.10477531783637391,0.2805162334301158,-0.10516126635472975,108
ARV_0020,rpe_binary,stay,C3,0.08409116770525743,0.38689275029620834,0.08429022492694148,108
ARV_0020,rpe_binary,stay,P4,-0.08930341769129584,0.35803945564658196,-0.08954196142310088,108
ARV_0020,rpe_binary,stay,P3,-0.1186352912519941,0.2213781280736893,-0.11919660988114049,108
ARV_0020,rpe_binary,stay,P8,-0.02435888956291837,0.8024044656535098,-0.02436370910589417,108
ARV_0020,rpe_binary,stay,P7,0.0731258714924182,0.45198417799145424,0.07325663555740027,108
ARV_0020,rpe_binary,stay,Pz,-0.1149372193533379,0.2362176705163664,-0.11544739786029833,108
ARV_0020,rpe_binary,shift,FCz,0.04022378762866581,0.7082126926025569,0.040245502112888146,89
ARV_0020,rpe_binary,shift,Cz,0.010799725421548497,0.9199894393063955,0.010800145322907755,89
ARV_0020,rpe_binary,shift,FC2,-0.10403167283468658,0.3319495805803539,-0.10440942619154457,89
ARV_0020,rpe_binary,shift,FC1,-0.013613559286653889,0.8992408893119501,-0.013614400375943051,89
ARV_0020,rpe_binary,shift,F4,-0.04567629908408299,0.6708077142397921,-0.045708104097804084,89
ARV_0020,rpe_binary,shift,F5,-0.059335313898703286,0.5807140244887694,-0.059405094904658604,89
ARV_0020,rpe_binary,shift,C4,0.02466348483563576,0.8185420944995376,0.02466848749130883,89
ARV_0020,rpe_binary,shift,C3,0.1608546085029051,0.13210012999427945,0.16226388072307354,89
ARV_0020,rpe_binary,shift,P4,-0.007761681645154305,0.9424510984705881,-0.007761837514933697,89
ARV_0020,rpe_binary,shift,P3,-0.05034497741931418,0.6394008585164763,-0.05038757729709415,89
ARV_0020,rpe_binary,shift,P8,0.009755985158262379,0.9277001191084318,0.009756294698378092,89
ARV_0020,rpe_binary,shift,P7,0.12139974254665074,0.2570924854321104,0.12200146476951107,89
ARV_0020,rpe_binary,shift,Pz,-0.07240681496238098,0.5001117349146255,-0.07253375136662508,89
ARV_0020,rpe_mag,all,FCz,0.01623454886751433,0.8204167961748022,0.016235975355455963,198
ARV_0020,rpe_mag,all,Cz,-0.04708716796313356,0.5100591558908433,-0.04712201491054966,198
ARV_0020,rpe_mag,all,FC2,-0.0746793769466281,0.2957275240164753,-0.07481867255056923,198
ARV_0020,rpe_mag,all,FC1,-0.00870653209779545,0.903106213700264,-0.008706752103587678,198
ARV_0020,rpe_mag,all,F4,-0.008064423408382121,0.910220952915075,-0.008064598238261134,198
ARV_0020,rpe_mag,all,F5,0.036351362882346985,0.6111458815342623,0.03636738741453091,198
ARV_0020,rpe_mag,all,C4,-0.007884641771570599,0.9122142880582024,-0.007884805167353896,198
ARV_0020,rpe_mag,all,C3,0.08631509553707403,0.22661330745836034,0.08653041654508621,198
ARV_0020,rpe_mag,all,P4,-0.019149079670241605,0.7888764049973547,-0.019151420759800735,198
ARV_0020,rpe_mag,all,P3,-0.016103240956849302,0.8218450002406807,-0.01610463310738272,198
ARV_0020,rpe_mag,all,P8,-0.005612410562962623,0.9374508453182688,-0.0056124694928014526,198
ARV_0020,rpe_mag,all,P7,0.07080456331458031,0.3215659468749409,0.07092324168053249,198
ARV_0020,rpe_mag,all,Pz,-0.09824994647889963,0.1684875170031428,-0.09856792749334188,198
ARV_0020,rpe_mag,high_rew,FCz,0.08738879793498,0.3824567471829199,0.08761227982681005,102
ARV_0020,rpe_mag,high_rew,Cz,0.07563028091244668,0.44995052641017574,0.07577497804095547,102
ARV_0020,rpe_mag,high_rew,FC2,-0.13268287675694834,0.18371534820756888,-0.13346982212236586,102
ARV_0020,rpe_mag,high_rew,FC1,-0.08518479451841579,0.39461944321986075,-0.08539174267218756,102
ARV_0020,rpe_mag,high_rew,F4,-0.2570949833254613,0.009093106557465461,-0.2629952851395564,102
ARV_0020,rpe_mag,high_rew,F5,-0.05206444915797269,0.6032745771515488,-0.0521115696395733,102
ARV_0020,rpe_mag,high_rew,C4,-0.2649262417363617,0.007125772964190849,-0.2713991234884274,102
ARV_0020,rpe_mag,high_rew,C3,0.04012702217949248,0.6888400397954204,0.04014858022559109,102
ARV_0020,rpe_mag,high_rew,P4,0.02070800895283631,0.8363338095735753,0.02071096972874465,102
ARV_0020,rpe_mag,high_rew,P3,0.08637052846856669,0.38804763772344897,0.08658626583760341,102
ARV_0020,rpe_mag,high_rew,P8,0.22433341233203505,0.023408215548684653,0.22821452444371443,102
ARV_0020,rpe_mag,high_rew,P7,0.050626979678024195,0.613327047465088,0.050670300171379995,102
ARV_0020,rpe_mag,high_rew,Pz,0.10158868445049514,0.3096380648750126,0.10194033843513639,102
ARV_0020,rpe_mag,no_rew,FCz,0.22808851060222834,0.030604481003683674,0.23217214536731035,90
ARV_0020,rpe_mag,no_rew,Cz,0.12390789799831674,0.24460553094081755,0.12454793056632808,90
ARV_0020,rpe_mag,no_rew,FC2,0.1295655777740069,0.22355740105781002,0.1302979852134991,90
ARV_0020,rpe_mag,no_rew,FC1,0.1069970431718418,0.31549473869523886,0.10740818484407376,90
ARV_0020,rpe_mag,no_rew,F4,-0.11026590150291705,0.30085082173769195,-0.11071608208448733,90
ARV_0020,rpe_mag,no_rew,F5,-0.11739369059678356,0.27048691738027847,-0.11793747252008623,90
ARV_0020,rpe_mag,no_rew,C4,-0.12430684412642942,0.24307801885735553,-0.1249531176507638,90
ARV_0020,rpe_mag,no_rew,C3,-0.025889059610782195,0.8086154427589372,-0.025894845928415674,90
ARV_0020,rpe_mag,no_rew,P4,-0.08634150562705094,0.4184172441467448,-0.08655702493610723,90
ARV_0020,rpe_mag,no_rew,P3,0.049530923953638215,0.642928643809984,0.0495714886248517,90
ARV_0020,rpe_mag,no_rew,P8,0.008865735497478164,0.9339042814741241,0.008865967794444677,90
ARV_0020,rpe_mag,no_rew,P7,-0.045836177316440276,0.6679324290926484,-0.04586831775916754,90
ARV_0020,rpe_mag,no_rew,Pz,-0.1265000188965254,0.23479837509495113,-0.1271813343529239,90
ARV_0020,rpe_mag,any_rew,FCz,-0.09720546900440966,0.3169203342339976,-0.09751337823051377,108
ARV_0020,rpe_mag,any_rew,Cz,0.0009877321309228401,0.9919053035518932,0.0009877324521383776,108
ARV_0020,rpe_mag,any_rew,FC2,-0.11574255958936701,0.23292839725144224,-0.11626359626700646,108
ARV_0020,rpe_mag,any_rew,FC1,-0.025455041969113044,0.7937063838130768,-0.025460542050119522,108
ARV_0020,rpe_mag,any_rew,F4,-0.008878637619616105,0.927335555966521,-0.008878870932262249,108
ARV_0020,rpe_mag,any_rew,F5,-0.0262343599236061,0.7875376956804404,-0.02624038093645344,108
ARV_0020,rpe_mag,any_rew,C4,0.13932950061535793,0.15039694464186415,0.14024173753796193,108
ARV_0020,rpe_mag,any_rew,C3,-0.07633276332244117,0.4323426436390978,-0.07648153959598847,108
ARV_0020,rpe_mag,any_rew,P4,0.10833134290587927,0.2644220542677137,0.10875813281562159,108
ARV_0020,rpe_mag,any_rew,P3,0.22523388052272827,0.019095482530598264,0.2291629125712597,108
ARV_0020,rpe_mag,any_rew,P8,0.01961656738816799,0.8403009356117791,0.01961908418452863,108
ARV_0020,rpe_mag,any_rew,P7,-0.0854734407059955,0.3791079828512725,-0.08568250592605178,108
ARV_0020,rpe_mag,any_rew,Pz,-0.023604660406508587,0.808403468421017,-0.023609045887542632,108
ARV_0020,rpe_mag,stay,FCz,0.03848169819826091,0.692542845635721,0.038500710186743684,108
ARV_0020,rpe_mag,stay,Cz,-0.10529264139603914,0.27813498679545523,-0.1056843607758332,108
ARV_0020,rpe_mag,stay,FC2,-0.021121454491638325,0.8282312242941094,-0.02112459620442499,108
ARV_0020,rpe_mag,stay,FC1,0.017892186261439836,0.8541765442953401,0.017894095905413642,108
ARV_0020,rpe_mag,stay,F4,0.029407451135009387,0.7625602797280158,0.029415932706448544,108
ARV_0020,rpe_mag,stay,F5,0.13888754122592917,0.15170809949092529,0.1397910569389573,108
ARV_0020,rpe_mag,stay,C4,-0.046624049266842715,0.6318291094326028,-0.04665787721568903,108
ARV_0020,rpe_mag,stay,C3,0.0736710947205341,0.44861013976607056,0.07380481201085695,108
ARV_0020,rpe_mag,stay,P4,-0.07598961604695967,0.4344207735141568,-0.07613639026911573,108
ARV_0020,rpe_mag,stay,P3,-0.08096678116442288,0.40483951040256977,-0.08114440950855198,108
ARV_0020,rpe_mag,stay,P8,-0.039522630825948965,0.6846613173309177,-0.039543228755898684,108
ARV_0020,rpe_mag,stay,P7,0.026308114148237687,0.7869545678926458,0.026314186099810892,108
ARV_0020,rpe_mag,stay,Pz,-0.12710073801005184,0.18991760141112296,-0.12779186988136185,108
ARV_0020,rpe_mag,shift,FCz,0.015783251459770168,0.8832874361196408,0.01578456224968671,89
ARV_0020,rpe_mag,shift,Cz,0.018753283891797857,0.861525628106184,0.018755482776126577,89
ARV_0020,rpe_mag,shift,FC2,-0.12356478442079834,0.24864117454469567,-0.12419948199993786,89
ARV_0020,rpe_mag,shift,FC1,-0.045225013882115285,0.673874859193721,-0.04525588471039278,89
ARV_0020,rpe_mag,shift,F4,-0.059662140293740645,0.5786280384597194,-0.05973308241074382,89
ARV_0020,rpe_mag,shift,F5,-0.09922077024476622,0.3549139805515052,-0.09954830875359312,89
ARV_0020,rpe_mag,shift,C4,0.014110128052734382,0.8955859194264306,0.014111064586617709,89
ARV_0020,rpe_mag,shift,C3,0.1227434857794643,0.251824378249588,0.12336553488211241,89
ARV_0020,rpe_mag,shift,P4,0.021609957447695054,0.8406912285928381,0.021613322270437833,89
ARV_0020,rpe_mag,shift,P3,0.036209487870254284,0.7362065416517485,0.036225325410348765,89
ARV_0020,rpe_mag,shift,P8,0.03886184233432308,0.7176690859728839,0.038881423686671246,89
ARV_0020,rpe_mag,shift,P7,0.1254185724697675,0.2415581989424287,0.12608245324564185,89
ARV_0020,rpe_mag,shift,Pz,-0.07090535086360622,0.5090643251426997,-0.07102453777910589,89
ARV_0021,rpe_binary,all,FCz,-0.09338243618741211,0.20612446287777605,-0.09365530562645681,185
ARV_0021,rpe_binary,all,Cz,-0.12664806517819682,0.08582425663199866,-0.12733179110065562,185
ARV_0021,rpe_binary,all,FC2,-0.046016893305080526,0.5339518706108753,-0.04604941572858935,185
ARV_0021,rpe_binary,all,FC1,-0.07552589261191996,0.30689417001871266,-0.07566999004393696,185
ARV_0021,rpe_binary,all,F4,0.05151036869882934,0.48622185581946425,0.051555999161752075,185
ARV_0021,rpe_binary,all,F5,0.013302934115483337,0.8573715778784321,0.013303718930280843,185
ARV_0021,rpe_binary,all,C4,0.08057335868334284,0.2755978093231044,0.08074840355694134,185
ARV_0021,rpe_binary,all,C3,-0.05857142136655039,0.42839681988949496,-0.05863853816710943,185
ARV_0021,rpe_binary,all,P4,0.02682160895730843,0.7170487416387199,0.026828043545225777,185
ARV_0021,rpe_binary,all,P3,-0.04406710829770329,0.551439525445045,-0.044095666366001714,185
ARV_0021,rpe_binary,all,P8,0.10608322358544689,0.15067064117744336,0.10648387351737726,185
ARV_0021,rpe_binary,all,P7,0.06611414650328469,0.3712505263854982,0.06621073001729423,185
ARV_0021,rpe_binary,all,Pz,0.03866885889419891,0.6012637601439693,0.03868814980314971,185
ARV_0021,rpe_binary,no_rew,FCz,-0.18281731148272112,0.08111042001727488,-0.1848958725351129,92
ARV_0021,rpe_binary,no_rew,Cz,-0.1435541552564235,0.172196702344554,-0.14455264216999156,92
ARV_0021,rpe_binary,no_rew,FC2,0.04323204460224955,0.6824009638084135,0.04325900854953127,92
ARV_0021,rpe_binary,no_rew,FC1,-0.061324827774712626,0.5614347697852122,-0.061401877172182276,92
ARV_0021,rpe_binary,no_rew,F4,0.14206736228841427,0.1767293682067093,0.1430348945691056,92
ARV_0021,rpe_binary,no_rew,F5,-0.00013273331836137492,0.9989980759366877,-0.0001327333191408794,92
ARV_0021,rpe_binary,no_rew,C4,-0.10861892134304071,0.30270755721237536,-0.1090491354403673,92
ARV_0021,rpe_binary,no_rew,C3,0.10266925149012884,0.33011561704294706,0.10303229504906829,92
ARV_0021,rpe_binary,no_rew,P4,-0.07678828908328342,0.4668999441157352,-0.07693975117862659,92
ARV_0021,rpe_binary,no_rew,P3,-0.10623652941732001,0.3134983845198201,-0.10663892678742071,92
ARV_0021,rpe_binary,no_rew,P8,0.11695764387622334,0.26687165327341306,0.11749535546438933,92
ARV_0021,rpe_binary,no_rew,P7,0.1390897405081262,0.18606870778774653,0.1399972392186747,92
ARV_0021,rpe_binary,no_rew,Pz,0.13809791740278907,0.1892578190617342,0.13898599172995213,92
ARV_0021,rpe_binary,low_rew,FCz,0.14053198841877262,0.20508743624074197,0.14146824119474127,83
ARV_0021,rpe_binary,low_rew,Cz,-0.0231612314772503,0.8353565303043123,-0.023165374368199883,83
ARV_0021,rpe_binary,low_rew,FC2,0.11004923176117645,0.3219769939380427,0.11049675082511945,83
ARV_0021,rpe_binary,low_rew,FC1,0.16854070301018195,0.12773103350777842,0.17016432039924817,83
ARV_0021,rpe_binary,low_rew,F4,0.011374126163419141,0.9187130296699063,0.011374616694558148,83
ARV_0021,rpe_binary,low_rew,F5,-0.15182366242082823,0.1706369906532821,-0.15300659964565425,83
ARV_0021,rpe_binary,low_rew,C4,0.1637791098327827,0.13901206338027333,0.1652675206130673,83
ARV_0021,rpe_binary,low_rew,C3,-0.16205286159113852,0.14328264579975888,-0.16349420522263647,83
ARV_0021,rpe_binary,low_rew,P4,0.21668083470561159,0.04911854509134941,0.22017078567792178,83
