subject,rpe_type,condition,channel,r,p,z,n_trials
ARV_0010,rpe_binary,any_rew,FC1,0.07802415714365439,0.5028908510690966,0.07818306901762431,76
ARV_0010,rpe_binary,any_rew,F4,0.10704956818163486,0.35735423082698187,0.10746131844551061,76
ARV_0010,rpe_binary,any_rew,F5,0.06134078547673184,0.5986172360870877,0.061417895129161536,76
ARV_0010,rpe_binary,any_rew,C4,-0.10041146859424177,0.3881136706141647,-0.10075098987279824,76
ARV_0010,rpe_binary,any_rew,C3,0.04465728184214753,0.7016810805831037,0.04468700368215649,76
ARV_0010,rpe_binary,any_rew,P4,-0.011758859968132182,0.9196966211896602,-0.01175940198204332,76
ARV_0010,rpe_binary,any_rew,P3,-0.05228845483287298,0.6537256314865829,-0.05233618680919464,76
ARV_0010,rpe_binary,any_rew,P8,-0.1174777457445581,0.3121702229610768,-0.11802270309538347,76
ARV_0010,rpe_binary,any_rew,P7,-0.015561092255292855,0.8938626484108504,-0.015562348464817865,76
ARV_0010,rpe_binary,any_rew,Pz,-0.0009643103332816648,0.9934036949852642,-0.0009643106321840972,76
ARV_0010,rpe_binary,stay,FCz,-0.28514217072077824,0.012536218314279137,-0.29327047357438213,76
ARV_0010,rpe_binary,stay,Cz,-0.020409679916034318,0.8610821271303022,-0.020412514542840546,76
ARV_0010,rpe_binary,stay,FC2,0.034914925646118394,0.7646135113419823,0.03492912373618798,76
ARV_0010,rpe_binary,stay,FC1,-0.23636025551403214,0.03981957173414016,-0.2409154625425188,76
ARV_0010,rpe_binary,stay,F4,0.0013798372435780276,0.9905614192559578,0.0013798381192931112,76
ARV_0010,rpe_binary,stay,F5,-0.1618468089551462,0.16247620631414939,-0.16328260272868494,76
ARV_0010,rpe_binary,stay,C4,0.1565827980796248,0.1767651139434856,0.15788166787642063,76
ARV_0010,rpe_binary,stay,C3,0.06673478186190218,0.5667953784849289,0.0668341159053779,76
ARV_0010,rpe_binary,stay,P4,0.017202299033817023,0.8827439910075703,0.01720399616472569,76
ARV_0010,rpe_binary,stay,P3,-0.025202154246200405,0.8289095481280764,-0.02520749198465176,76
ARV_0010,rpe_binary,stay,P8,0.14325242255406648,0.2170066088624752,0.14424457420033185,76
ARV_0010,rpe_binary,stay,P7,0.0721481731874285,0.5356811841934004,0.07227375134065818,76
ARV_0010,rpe_binary,stay,Pz,0.20051355533425522,0.08243102915354343,0.20326756481947922,76
ARV_0010,rpe_binary,shift,FCz,0.06951649428356416,0.5032379796823232,0.06962880058094978,95
ARV_0010,rpe_binary,shift,Cz,0.07604764716556021,0.4638817758492326,0.07619475868904642,95
ARV_0010,rpe_binary,shift,FC2,0.022646609797775646,0.8275555933753886,0.022650482570465695,95
ARV_0010,rpe_binary,shift,FC1,0.023786059650689216,0.8190235394955626,0.02379054703968975,95
ARV_0010,rpe_binary,shift,F4,0.06404942122935532,0.5374683405715658,0.0641372213609174,95
ARV_0010,rpe_binary,shift,F5,0.15121989536982122,0.1435155938994833,0.15238864504750652,95
ARV_0010,rpe_binary,shift,C4,0.056774058287836625,0.5847356368662208,0.05683517635369961,95
ARV_0010,rpe_binary,shift,C3,0.0382020858003278,0.7132066705490603,0.03822068612340889,95
ARV_0010,rpe_binary,shift,P4,-0.09695990281142142,0.3499211402403729,-0.09726547554151321,95
ARV_0010,rpe_binary,shift,P3,-0.04248309368474911,0.6827033195719128,-0.04250867941372747,95
ARV_0010,rpe_binary,shift,P8,-0.20590208375294403,0.04530385204983495,-0.20888820460939564,95
ARV_0010,rpe_binary,shift,P7,-0.014781004005019633,0.8869473425342339,-0.014782080587937872,95
ARV_0010,rpe_binary,shift,Pz,-0.08480088713478515,0.41388950305499894,-0.08500504184078037,95
ARV_0010,rpe_mag,all,FCz,-0.12944456113393976,0.09057005359036474,-0.1301749043142133,172
ARV_0010,rpe_mag,all,Cz,0.016541009848562035,0.8294818220042924,0.016542518663965538,172
ARV_0010,rpe_mag,all,FC2,0.07010710965502524,0.3607868874364081,0.07022230854244982,172
ARV_0010,rpe_mag,all,FC1,0.00041825640765271593,0.9956552345799613,0.00041825643204242385,172
ARV_0010,rpe_mag,all,F4,-0.008792451408083046,0.9088626174285013,-0.00879267799186474,172
ARV_0010,rpe_mag,all,F5,0.030733061308955468,0.6889975584209302,0.03074274280402868,172
ARV_0010,rpe_mag,all,C4,0.08240298700268113,0.28252989681991103,0.08259026294381111,172
ARV_0010,rpe_mag,all,C3,0.1521959159972294,0.046250232632655514,0.15338765834100607,172
ARV_0010,rpe_mag,all,P4,-0.058256143778746376,0.447795126667738,-0.058322181112600104,172
ARV_0010,rpe_mag,all,P3,-0.04638144749537827,0.5457261573186123,-0.0464147496783591,172
ARV_0010,rpe_mag,all,P8,-0.11886926475509732,0.12039928327959887,-0.11943393009968015,172
ARV_0010,rpe_mag,all,P7,0.016503355864519835,0.8298640978207025,0.01650485439823247,172
ARV_0010,rpe_mag,all,Pz,0.07989416365833046,0.2974913727484083,0.08006480788763098,172
ARV_0010,rpe_mag,high_rew,FCz,-0.2756257018375885,0.09394734124242435,-0.2829419192743285,38
ARV_0010,rpe_mag,high_rew,Cz,-0.10297404860663971,0.5384167760707286,-0.10334034900434626,38
ARV_0010,rpe_mag,high_rew,FC2,-0.22611965883231666,0.17222523935903658,-0.23009622453749082,38
ARV_0010,rpe_mag,high_rew,FC1,-0.14994055837445225,0.36891167087750487,-0.15107962664395475,38
ARV_0010,rpe_mag,high_rew,F4,0.1108231342654436,0.5077253527283577,0.11128020853861922,38
ARV_0010,rpe_mag,high_rew,F5,-0.056611252667256806,0.7356732693801195,-0.056671845778947044,38
ARV_0010,rpe_mag,high_rew,C4,0.0790925734304468,0.6369174916687386,0.07925811999684969,38
ARV_0010,rpe_mag,high_rew,C3,0.009979280494903639,0.9525834489021409,0.009979611780371545,38
ARV_0010,rpe_mag,high_rew,P4,0.0954658741789591,0.568584556302077,0.09575748729160792,38
ARV_0010,rpe_mag,high_rew,P3,-0.012627304553536348,0.9400217017009971,-0.012627975754022285,38
ARV_0010,rpe_mag,high_rew,P8,-0.013689738041927862,0.9349855550005411,-0.013690593331145336,38
ARV_0010,rpe_mag,high_rew,P7,0.028743531200256342,0.863985273504416,0.028751451004882016,38
ARV_0010,rpe_mag,high_rew,Pz,0.27036304609909384,0.10065393668562175,0.27725545732950835,38
ARV_0010,rpe_mag,no_rew,FCz,-0.05400345227531956,0.6012707838406802,-0.054056042396957174,96
ARV_0010,rpe_mag,no_rew,Cz,0.10020869266784815,0.3313357166576903,0.10054615285257844,96
ARV_0010,rpe_mag,no_rew,FC2,0.07774989080932009,0.451478774267847,0.07790712872047163,96
ARV_0010,rpe_mag,no_rew,FC1,0.08030467006180338,0.4367033356677484,0.08047796507913135,96
ARV_0010,rpe_mag,no_rew,F4,-0.05800577986613248,0.5745478558223481,-0.05807096829812233,96
ARV_0010,rpe_mag,no_rew,F5,0.07627305603004488,0.46014528499313206,0.07642148264395,96
ARV_0010,rpe_mag,no_rew,C4,0.06898461530610246,0.5042289497485034,0.06909435859965586,96
ARV_0010,rpe_mag,no_rew,C3,0.2706770433670011,0.007645683847786814,0.27759424764738094,96
ARV_0010,rpe_mag,no_rew,P4,-0.007593496391315735,0.9414661735947975,-0.007593642346371594,96
ARV_0010,rpe_mag,no_rew,P3,-0.04129331000472534,0.689553790882393,-0.04131680430247465,96
ARV_0010,rpe_mag,no_rew,P8,-0.20182244222528592,0.04862262938835378,-0.20463165469622316,96
ARV_0010,rpe_mag,no_rew,P7,-0.03802386486152452,0.7130156400870179,-0.03804220592399115,96
ARV_0010,rpe_mag,no_rew,Pz,-0.020549750357945568,0.8424746976503992,-0.020552643757798958,96
ARV_0010,rpe_mag,low_rew,FCz,-0.3895287413491843,0.01563411309022935,-0.411244359786648,38
ARV_0010,rpe_mag,low_rew,Cz,0.1627179885961119,0.32902522290029873,0.16417734601297831,38
ARV_0010,rpe_mag,low_rew,FC2,-0.01805207236626268,0.9143354060893097,-0.018054033670064914,38
ARV_0010,rpe_mag,low_rew,FC1,-0.25928922238739394,0.11595223636818898,-0.26534624803450935,38
ARV_0010,rpe_mag,low_rew,F4,-0.5031431492765183,0.0012829871738513638,-0.553505834844168,38
ARV_0010,rpe_mag,low_rew,F5,-0.46232253431366976,0.003474344098473924,-0.5002611767286608,38
ARV_0010,rpe_mag,low_rew,C4,0.2919491528211055,0.07531339086517984,0.3006957095011344,38
ARV_0010,rpe_mag,low_rew,C3,-0.0011761277026675783,0.9944085191641127,-0.0011761282449712493,38
ARV_0010,rpe_mag,low_rew,P4,0.1496493720720966,0.3698529013280305,0.15078175657228343,38
ARV_0010,rpe_mag,low_rew,P3,0.32303374155307457,0.0479076406480297,0.33503061787571636,38
ARV_0010,rpe_mag,low_rew,P8,0.30095776455701584,0.06634543172036228,0.31057242554088865,38
ARV_0010,rpe_mag,low_rew,P7,0.16946059722337636,0.3091013324597156,0.17111126044993943,38
ARV_0010,rpe_mag,low_rew,Pz,0.4123420318183107,0.010095814630945745,0.43842976449912247,38
ARV_0010,rpe_mag,any_rew,FCz,-0.1450610206058571,0.21119756971113168,-0.14609155520682984,76
ARV_0010,rpe_mag,any_rew,Cz,-0.0682676810741284,0.5578992770716313,-0.06837403192302971,76
ARV_0010,rpe_mag,any_rew,FC2,0.014897449775255478,0.8983645479910259,0.014898552005620814,76
